Cont;YRSCHOOL;EXP;EXP2
 2.50538154; 0.33944321; 0.3865789;-0.00791182
 2.25933759; 0.36436994; 0.40044109;-0.00853627
 0.5184774; 0.36141099; 0.56875715;-0.01253907
 0.56124029; 0.33171293; 0.58587858;-0.0127637
 4.52687724; 0.30340203; 0.25093839;-0.00519934
 2.41021101; 0.31268587; 0.43463468;-0.00935394
 0.42528079; 0.35567502; 0.57705067;-0.01260441
 2.06985622; 0.34081718; 0.44161096;-0.0095424
 3.24849762; 0.312004; 0.36444026;-0.00792024
 1.27246355; 0.3494832; 0.4902288;-0.01026395
 3.4998978; 0.3417154; 0.309193;-0.00650676
 1.32448011; 0.3176234; 0.51648757;-0.01092524
 4.17926594; 0.33822562; 0.24433234;-0.00490559
-0.803428; 0.34399278; 0.71250064;-0.01594199
-2.13761365; 0.36112665; 0.81000474;-0.01799267
-0.62700227; 0.36758628; 0.65936096;-0.0143912
 2.75271449; 0.34337202; 0.37569886;-0.00803749
 2.68378411; 0.36859967; 0.35065091;-0.00727936
 0.09840518; 0.34683248; 0.61564313;-0.01350051
 1.21558507; 0.31819663; 0.5408767;-0.01185155
-1.36299485; 0.31917004; 0.79641525;-0.01814589
 0.82748133; 0.37025322; 0.52318963;-0.01129182
 1.91222778; 0.3357005; 0.45949997;-0.00992332
 1.24818866; 0.35218373; 0.4927022;-0.0104125
-1.80675714; 0.33539454; 0.80994769;-0.01813041
 3.16327969; 0.33650839; 0.33968358;-0.00706515
-1.2757667; 0.35602808; 0.74369801;-0.01666816
 2.29526372; 0.32313687; 0.44272597;-0.00971766
 1.88421055; 0.35325146; 0.44231897;-0.00945795
 2.15702684; 0.32925246; 0.44401108;-0.00958522
-0.02142301; 0.33620482; 0.63610692;-0.01396411
 1.79987552; 0.34517598; 0.46317876;-0.01006439
 3.64345516; 0.36479799; 0.26475442;-0.00528299
 0.70518507; 0.35959923; 0.54615027;-0.01184871
 0.87355765; 0.35904742; 0.52925576;-0.01140039
 2.30001671; 0.31267744; 0.4470775;-0.00970192
 4.1237222; 0.36235209; 0.21432953;-0.00393529
-0.81133188; 0.34267795; 0.69324873;-0.01504634
 3.03514164; 0.3486771; 0.34566617;-0.00734539
 2.60975133; 0.29917305; 0.44736705;-0.01008843
 3.1274648; 0.35616279; 0.31330018;-0.0061997
 1.62792255; 0.3447998; 0.47440587;-0.01019492
 2.6710765; 0.3736532; 0.34913239;-0.0072569
 2.9301019; 0.36269036; 0.33717152;-0.00704419
 1.98281968; 0.34733498; 0.43924533;-0.0093976
 1.90430217; 0.33159878; 0.47429428;-0.01047788
 2.35721295; 0.37321711; 0.37639466;-0.00783271
 0.69591542; 0.34201302; 0.56262544;-0.01222292
 3.97550959; 0.31500111; 0.28783328;-0.00599178
 3.11958862; 0.36678388; 0.32073367;-0.00677426
 1.90940251; 0.33534628; 0.4707643;-0.01041547
 2.92949327; 0.35794803; 0.33495832;-0.0068411
 1.55347631; 0.35631357; 0.47308813;-0.0102064
 1.12658892; 0.37742793; 0.49264663;-0.01069962
 2.53841476; 0.33039185; 0.40196028;-0.00847274
 1.11485974; 0.36334616; 0.50372463;-0.01086179
 2.60774821; 0.33161256; 0.38703616;-0.00799059
 0.6457748; 0.3596859; 0.55790906;-0.01228973
 2.78755949; 0.33504891; 0.37200383;-0.00775614
 0.33547104; 0.3290205; 0.61247064;-0.01346378
 2.33751458; 0.35306127; 0.4110636;-0.00896495
 1.62792255; 0.3447998; 0.47440587;-0.01019492
 2.6710765; 0.3736532; 0.34913239;-0.0072569
 2.9301019; 0.36269036; 0.33717152;-0.00704419
 1.98281968; 0.34733498; 0.43924533;-0.0093976
 1.90430217; 0.33159878; 0.47429428;-0.01047788
 2.35721295; 0.37321711; 0.37639466;-0.00783271
 0.69591542; 0.34201302; 0.56262544;-0.01222292
 3.97550959; 0.31500111; 0.28783328;-0.00599178
 3.11958862; 0.36678388; 0.32073367;-0.00677426
 1.90940251; 0.33534628; 0.4707643;-0.01041547
 2.92949327; 0.35794803; 0.33495832;-0.0068411
 1.55347631; 0.35631357; 0.47308813;-0.0102064
 1.12658892; 0.37742793; 0.49264663;-0.01069962
 2.53841476; 0.33039185; 0.40196028;-0.00847274
 1.11485974; 0.36334616; 0.50372463;-0.01086179
 2.60774821; 0.33161256; 0.38703616;-0.00799059
 0.6457748; 0.3596859; 0.55790906;-0.01228973
 2.78755949; 0.33504891; 0.37200383;-0.00775614
 0.33547104; 0.3290205; 0.61247064;-0.01346378
 2.33751458; 0.35306127; 0.4110636;-0.00896495
 1.62792255; 0.3447998; 0.47440587;-0.01019492
 2.6710765; 0.3736532; 0.34913239;-0.0072569
 2.9301019; 0.36269036; 0.33717152;-0.00704419
 1.98281968; 0.34733498; 0.43924533;-0.0093976
 1.90430217; 0.33159878; 0.47429428;-0.01047788
 2.35721295; 0.37321711; 0.37639466;-0.00783271
 0.69591542; 0.34201302; 0.56262544;-0.01222292
 3.97550959; 0.31500111; 0.28783328;-0.00599178
 3.11958862; 0.36678388; 0.32073367;-0.00677426
 1.90940251; 0.33534628; 0.4707643;-0.01041547
 2.92949327; 0.35794803; 0.33495832;-0.0068411
 1.55347631; 0.35631357; 0.47308813;-0.0102064
 1.12658892; 0.37742793; 0.49264663;-0.01069962
 2.53841476; 0.33039185; 0.40196028;-0.00847274
 1.11485974; 0.36334616; 0.50372463;-0.01086179
 2.60774821; 0.33161256; 0.38703616;-0.00799059
 0.6457748; 0.3596859; 0.55790906;-0.01228973
 2.78755949; 0.33504891; 0.37200383;-0.00775614
 0.33547104; 0.3290205; 0.61247064;-0.01346378
 2.33751458; 0.35306127; 0.4110636;-0.00896495
 1.62792255; 0.3447998; 0.47440587;-0.01019492
 2.6710765; 0.3736532; 0.34913239;-0.0072569
 2.9301019; 0.36269036; 0.33717152;-0.00704419
 1.98281968; 0.34733498; 0.43924533;-0.0093976
 1.90430217; 0.33159878; 0.47429428;-0.01047788
 2.35721295; 0.37321711; 0.37639466;-0.00783271
 0.69591542; 0.34201302; 0.56262544;-0.01222292
 3.97550959; 0.31500111; 0.28783328;-0.00599178
 3.11958862; 0.36678388; 0.32073367;-0.00677426
 1.90940251; 0.33534628; 0.4707643;-0.01041547
 2.92949327; 0.35794803; 0.33495832;-0.0068411
 1.55347631; 0.35631357; 0.47308813;-0.0102064
 1.12658892; 0.37742793; 0.49264663;-0.01069962
 2.53841476; 0.33039185; 0.40196028;-0.00847274
 1.11485974; 0.36334616; 0.50372463;-0.01086179
 2.60774821; 0.33161256; 0.38703616;-0.00799059
 0.6457748; 0.3596859; 0.55790906;-0.01228973
 2.78755949; 0.33504891; 0.37200383;-0.00775614
 0.33547104; 0.3290205; 0.61247064;-0.01346378
 2.33751458; 0.35306127; 0.4110636;-0.00896495
 1.62792255; 0.3447998; 0.47440587;-0.01019492
 2.6710765; 0.3736532; 0.34913239;-0.0072569
 2.9301019; 0.36269036; 0.33717152;-0.00704419
 1.98281968; 0.34733498; 0.43924533;-0.0093976
 1.90430217; 0.33159878; 0.47429428;-0.01047788
 2.35721295; 0.37321711; 0.37639466;-0.00783271
 0.69591542; 0.34201302; 0.56262544;-0.01222292
 3.97550959; 0.31500111; 0.28783328;-0.00599178
 3.11958862; 0.36678388; 0.32073367;-0.00677426
 1.90940251; 0.33534628; 0.4707643;-0.01041547
 2.92949327; 0.35794803; 0.33495832;-0.0068411
 1.55347631; 0.35631357; 0.47308813;-0.0102064
 1.12658892; 0.37742793; 0.49264663;-0.01069962
 2.53841476; 0.33039185; 0.40196028;-0.00847274
 1.11485974; 0.36334616; 0.50372463;-0.01086179
 2.60774821; 0.33161256; 0.38703616;-0.00799059
 0.6457748; 0.3596859; 0.55790906;-0.01228973
 2.78755949; 0.33504891; 0.37200383;-0.00775614
 0.33547104; 0.3290205; 0.61247064;-0.01346378
 2.33751458; 0.35306127; 0.4110636;-0.00896495
 1.62792255; 0.3447998; 0.47440587;-0.01019492
 2.6710765; 0.3736532; 0.34913239;-0.0072569
 2.9301019; 0.36269036; 0.33717152;-0.00704419
 1.98281968; 0.34733498; 0.43924533;-0.0093976
 1.90430217; 0.33159878; 0.47429428;-0.01047788
 2.35721295; 0.37321711; 0.37639466;-0.00783271
 0.69591542; 0.34201302; 0.56262544;-0.01222292
 3.97550959; 0.31500111; 0.28783328;-0.00599178
 3.11958862; 0.36678388; 0.32073367;-0.00677426
 1.90940251; 0.33534628; 0.4707643;-0.01041547
 2.92949327; 0.35794803; 0.33495832;-0.0068411
 1.55347631; 0.35631357; 0.47308813;-0.0102064
 1.12658892; 0.37742793; 0.49264663;-0.01069962
 2.53841476; 0.33039185; 0.40196028;-0.00847274
 1.11485974; 0.36334616; 0.50372463;-0.01086179
 2.60774821; 0.33161256; 0.38703616;-0.00799059
 0.6457748; 0.3596859; 0.55790906;-0.01228973
 2.78755949; 0.33504891; 0.37200383;-0.00775614
 0.33547104; 0.3290205; 0.61247064;-0.01346378
 2.33751458; 0.35306127; 0.4110636;-0.00896495
 1.62792255; 0.3447998; 0.47440587;-0.01019492
 2.6710765; 0.3736532; 0.34913239;-0.0072569
 2.9301019; 0.36269036; 0.33717152;-0.00704419
 1.98281968; 0.34733498; 0.43924533;-0.0093976
 1.90430217; 0.33159878; 0.47429428;-0.01047788
 2.35721295; 0.37321711; 0.37639466;-0.00783271
 0.69591542; 0.34201302; 0.56262544;-0.01222292
 3.97550959; 0.31500111; 0.28783328;-0.00599178
 3.11958862; 0.36678388; 0.32073367;-0.00677426
 1.90940251; 0.33534628; 0.4707643;-0.01041547
 2.92949327; 0.35794803; 0.33495832;-0.0068411
 1.55347631; 0.35631357; 0.47308813;-0.0102064
 1.12658892; 0.37742793; 0.49264663;-0.01069962
 2.53841476; 0.33039185; 0.40196028;-0.00847274
 1.11485974; 0.36334616; 0.50372463;-0.01086179
 2.60774821; 0.33161256; 0.38703616;-0.00799059
 0.6457748; 0.3596859; 0.55790906;-0.01228973
 2.78755949; 0.33504891; 0.37200383;-0.00775614
 0.33547104; 0.3290205; 0.61247064;-0.01346378
 2.33751458; 0.35306127; 0.4110636;-0.00896495
 1.62792255; 0.3447998; 0.47440587;-0.01019492
 2.6710765; 0.3736532; 0.34913239;-0.0072569
 2.9301019; 0.36269036; 0.33717152;-0.00704419
 1.98281968; 0.34733498; 0.43924533;-0.0093976
 1.90430217; 0.33159878; 0.47429428;-0.01047788
 2.35721295; 0.37321711; 0.37639466;-0.00783271
 0.69591542; 0.34201302; 0.56262544;-0.01222292
 3.97550959; 0.31500111; 0.28783328;-0.00599178
 3.11958862; 0.36678388; 0.32073367;-0.00677426
 1.90940251; 0.33534628; 0.4707643;-0.01041547
 2.92949327; 0.35794803; 0.33495832;-0.0068411
 1.55347631; 0.35631357; 0.47308813;-0.0102064
 1.12658892; 0.37742793; 0.49264663;-0.01069962
 2.53841476; 0.33039185; 0.40196028;-0.00847274
 1.11485974; 0.36334616; 0.50372463;-0.01086179
 2.60774821; 0.33161256; 0.38703616;-0.00799059
 0.6457748; 0.3596859; 0.55790906;-0.01228973
 2.78755949; 0.33504891; 0.37200383;-0.00775614
 0.33547104; 0.3290205; 0.61247064;-0.01346378
 2.33751458; 0.35306127; 0.4110636;-0.00896495
 1.62792255; 0.3447998; 0.47440587;-0.01019492
 2.6710765; 0.3736532; 0.34913239;-0.0072569
 2.9301019; 0.36269036; 0.33717152;-0.00704419
 1.98281968; 0.34733498; 0.43924533;-0.0093976
 1.90430217; 0.33159878; 0.47429428;-0.01047788
 2.35721295; 0.37321711; 0.37639466;-0.00783271
 0.69591542; 0.34201302; 0.56262544;-0.01222292
 3.97550959; 0.31500111; 0.28783328;-0.00599178
 3.11958862; 0.36678388; 0.32073367;-0.00677426
 1.90940251; 0.33534628; 0.4707643;-0.01041547
 2.92949327; 0.35794803; 0.33495832;-0.0068411
 1.55347631; 0.35631357; 0.47308813;-0.0102064
 1.12658892; 0.37742793; 0.49264663;-0.01069962
 2.53841476; 0.33039185; 0.40196028;-0.00847274
 1.11485974; 0.36334616; 0.50372463;-0.01086179
 2.60774821; 0.33161256; 0.38703616;-0.00799059
 0.6457748; 0.3596859; 0.55790906;-0.01228973
 2.78755949; 0.33504891; 0.37200383;-0.00775614
 0.33547104; 0.3290205; 0.61247064;-0.01346378
 2.33751458; 0.35306127; 0.4110636;-0.00896495
 1.62792255; 0.3447998; 0.47440587;-0.01019492
 2.6710765; 0.3736532; 0.34913239;-0.0072569
 2.9301019; 0.36269036; 0.33717152;-0.00704419
 1.98281968; 0.34733498; 0.43924533;-0.0093976
 1.90430217; 0.33159878; 0.47429428;-0.01047788
 2.35721295; 0.37321711; 0.37639466;-0.00783271
 0.69591542; 0.34201302; 0.56262544;-0.01222292
 3.97550959; 0.31500111; 0.28783328;-0.00599178
 3.11958862; 0.36678388; 0.32073367;-0.00677426
 1.90940251; 0.33534628; 0.4707643;-0.01041547
 2.92949327; 0.35794803; 0.33495832;-0.0068411
 1.55347631; 0.35631357; 0.47308813;-0.0102064
 1.12658892; 0.37742793; 0.49264663;-0.01069962
 2.53841476; 0.33039185; 0.40196028;-0.00847274
 1.11485974; 0.36334616; 0.50372463;-0.01086179
 2.60774821; 0.33161256; 0.38703616;-0.00799059
 0.6457748; 0.3596859; 0.55790906;-0.01228973
 2.78755949; 0.33504891; 0.37200383;-0.00775614
 0.33547104; 0.3290205; 0.61247064;-0.01346378
 2.33751458; 0.35306127; 0.4110636;-0.00896495
 1.62792255; 0.3447998; 0.47440587;-0.01019492
 2.6710765; 0.3736532; 0.34913239;-0.0072569
 2.9301019; 0.36269036; 0.33717152;-0.00704419
 1.98281968; 0.34733498; 0.43924533;-0.0093976
 1.90430217; 0.33159878; 0.47429428;-0.01047788
 2.35721295; 0.37321711; 0.37639466;-0.00783271
 0.69591542; 0.34201302; 0.56262544;-0.01222292
 3.97550959; 0.31500111; 0.28783328;-0.00599178
 3.11958862; 0.36678388; 0.32073367;-0.00677426
 1.90940251; 0.33534628; 0.4707643;-0.01041547
 2.92949327; 0.35794803; 0.33495832;-0.0068411
 1.55347631; 0.35631357; 0.47308813;-0.0102064
 1.12658892; 0.37742793; 0.49264663;-0.01069962
 2.53841476; 0.33039185; 0.40196028;-0.00847274
 1.11485974; 0.36334616; 0.50372463;-0.01086179
 2.60774821; 0.33161256; 0.38703616;-0.00799059
 0.6457748; 0.3596859; 0.55790906;-0.01228973
 2.78755949; 0.33504891; 0.37200383;-0.00775614
 0.33547104; 0.3290205; 0.61247064;-0.01346378
 2.33751458; 0.35306127; 0.4110636;-0.00896495
 1.62792255; 0.3447998; 0.47440587;-0.01019492
 2.6710765; 0.3736532; 0.34913239;-0.0072569
 2.9301019; 0.36269036; 0.33717152;-0.00704419
 1.98281968; 0.34733498; 0.43924533;-0.0093976
 1.90430217; 0.33159878; 0.47429428;-0.01047788
 2.35721295; 0.37321711; 0.37639466;-0.00783271
 0.69591542; 0.34201302; 0.56262544;-0.01222292
 3.97550959; 0.31500111; 0.28783328;-0.00599178
 3.11958862; 0.36678388; 0.32073367;-0.00677426
 1.90940251; 0.33534628; 0.4707643;-0.01041547
 2.92949327; 0.35794803; 0.33495832;-0.0068411
 1.55347631; 0.35631357; 0.47308813;-0.0102064
 1.12658892; 0.37742793; 0.49264663;-0.01069962
 2.53841476; 0.33039185; 0.40196028;-0.00847274
 1.11485974; 0.36334616; 0.50372463;-0.01086179
 2.60774821; 0.33161256; 0.38703616;-0.00799059
 0.6457748; 0.3596859; 0.55790906;-0.01228973
 2.78755949; 0.33504891; 0.37200383;-0.00775614
 0.33547104; 0.3290205; 0.61247064;-0.01346378
 2.33751458; 0.35306127; 0.4110636;-0.00896495
 1.62792255; 0.3447998; 0.47440587;-0.01019492
 2.6710765; 0.3736532; 0.34913239;-0.0072569
 2.9301019; 0.36269036; 0.33717152;-0.00704419
 1.98281968; 0.34733498; 0.43924533;-0.0093976
 1.90430217; 0.33159878; 0.47429428;-0.01047788
 2.35721295; 0.37321711; 0.37639466;-0.00783271
 0.69591542; 0.34201302; 0.56262544;-0.01222292
 3.97550959; 0.31500111; 0.28783328;-0.00599178
 3.11958862; 0.36678388; 0.32073367;-0.00677426
 1.90940251; 0.33534628; 0.4707643;-0.01041547
 2.92949327; 0.35794803; 0.33495832;-0.0068411
 1.55347631; 0.35631357; 0.47308813;-0.0102064
 1.12658892; 0.37742793; 0.49264663;-0.01069962
 2.53841476; 0.33039185; 0.40196028;-0.00847274
 1.11485974; 0.36334616; 0.50372463;-0.01086179
 2.60774821; 0.33161256; 0.38703616;-0.00799059
 0.6457748; 0.3596859; 0.55790906;-0.01228973
 2.78755949; 0.33504891; 0.37200383;-0.00775614
 0.33547104; 0.3290205; 0.61247064;-0.01346378
 2.33751458; 0.35306127; 0.4110636;-0.00896495
 1.62792255; 0.3447998; 0.47440587;-0.01019492
 2.6710765; 0.3736532; 0.34913239;-0.0072569
 2.9301019; 0.36269036; 0.33717152;-0.00704419
 1.98281968; 0.34733498; 0.43924533;-0.0093976
 1.90430217; 0.33159878; 0.47429428;-0.01047788
 2.35721295; 0.37321711; 0.37639466;-0.00783271
 0.69591542; 0.34201302; 0.56262544;-0.01222292
 3.97550959; 0.31500111; 0.28783328;-0.00599178
 3.11958862; 0.36678388; 0.32073367;-0.00677426
 1.90940251; 0.33534628; 0.4707643;-0.01041547
 2.92949327; 0.35794803; 0.33495832;-0.0068411
 1.55347631; 0.35631357; 0.47308813;-0.0102064
 1.12658892; 0.37742793; 0.49264663;-0.01069962
 2.53841476; 0.33039185; 0.40196028;-0.00847274
 1.11485974; 0.36334616; 0.50372463;-0.01086179
 2.60774821; 0.33161256; 0.38703616;-0.00799059
 0.6457748; 0.3596859; 0.55790906;-0.01228973
 2.78755949; 0.33504891; 0.37200383;-0.00775614
 0.33547104; 0.3290205; 0.61247064;-0.01346378
 2.33751458; 0.35306127; 0.4110636;-0.00896495
 1.62792255; 0.3447998; 0.47440587;-0.01019492
 2.6710765; 0.3736532; 0.34913239;-0.0072569
 2.9301019; 0.36269036; 0.33717152;-0.00704419
 1.98281968; 0.34733498; 0.43924533;-0.0093976
 1.90430217; 0.33159878; 0.47429428;-0.01047788
 2.35721295; 0.37321711; 0.37639466;-0.00783271
 0.69591542; 0.34201302; 0.56262544;-0.01222292
 3.97550959; 0.31500111; 0.28783328;-0.00599178
 3.11958862; 0.36678388; 0.32073367;-0.00677426
 1.90940251; 0.33534628; 0.4707643;-0.01041547
 2.92949327; 0.35794803; 0.33495832;-0.0068411
 1.55347631; 0.35631357; 0.47308813;-0.0102064
 1.12658892; 0.37742793; 0.49264663;-0.01069962
 2.53841476; 0.33039185; 0.40196028;-0.00847274
 1.11485974; 0.36334616; 0.50372463;-0.01086179
 2.60774821; 0.33161256; 0.38703616;-0.00799059
 0.6457748; 0.3596859; 0.55790906;-0.01228973
 2.78755949; 0.33504891; 0.37200383;-0.00775614
 0.33547104; 0.3290205; 0.61247064;-0.01346378
 2.33751458; 0.35306127; 0.4110636;-0.00896495
 1.62792255; 0.3447998; 0.47440587;-0.01019492
 2.6710765; 0.3736532; 0.34913239;-0.0072569
 2.9301019; 0.36269036; 0.33717152;-0.00704419
 1.98281968; 0.34733498; 0.43924533;-0.0093976
 1.90430217; 0.33159878; 0.47429428;-0.01047788
 2.35721295; 0.37321711; 0.37639466;-0.00783271
 0.69591542; 0.34201302; 0.56262544;-0.01222292
 3.97550959; 0.31500111; 0.28783328;-0.00599178
 3.11958862; 0.36678388; 0.32073367;-0.00677426
 1.90940251; 0.33534628; 0.4707643;-0.01041547
 2.92949327; 0.35794803; 0.33495832;-0.0068411
 1.55347631; 0.35631357; 0.47308813;-0.0102064
 1.12658892; 0.37742793; 0.49264663;-0.01069962
 2.53841476; 0.33039185; 0.40196028;-0.00847274
 1.11485974; 0.36334616; 0.50372463;-0.01086179
 2.60774821; 0.33161256; 0.38703616;-0.00799059
 0.6457748; 0.3596859; 0.55790906;-0.01228973
 2.78755949; 0.33504891; 0.37200383;-0.00775614
 0.33547104; 0.3290205; 0.61247064;-0.01346378
 2.33751458; 0.35306127; 0.4110636;-0.00896495
 1.62792255; 0.3447998; 0.47440587;-0.01019492
 2.6710765; 0.3736532; 0.34913239;-0.0072569
 2.9301019; 0.36269036; 0.33717152;-0.00704419
 1.98281968; 0.34733498; 0.43924533;-0.0093976
 1.90430217; 0.33159878; 0.47429428;-0.01047788
 2.35721295; 0.37321711; 0.37639466;-0.00783271
 0.69591542; 0.34201302; 0.56262544;-0.01222292
 3.97550959; 0.31500111; 0.28783328;-0.00599178
 3.11958862; 0.36678388; 0.32073367;-0.00677426
 1.90940251; 0.33534628; 0.4707643;-0.01041547
 2.92949327; 0.35794803; 0.33495832;-0.0068411
 1.55347631; 0.35631357; 0.47308813;-0.0102064
 1.12658892; 0.37742793; 0.49264663;-0.01069962
 2.53841476; 0.33039185; 0.40196028;-0.00847274
 1.11485974; 0.36334616; 0.50372463;-0.01086179
 2.60774821; 0.33161256; 0.38703616;-0.00799059
 0.6457748; 0.3596859; 0.55790906;-0.01228973
 2.78755949; 0.33504891; 0.37200383;-0.00775614
 0.33547104; 0.3290205; 0.61247064;-0.01346378
 2.33751458; 0.35306127; 0.4110636;-0.00896495
 1.62792255; 0.3447998; 0.47440587;-0.01019492
 2.6710765; 0.3736532; 0.34913239;-0.0072569
 2.9301019; 0.36269036; 0.33717152;-0.00704419
 1.98281968; 0.34733498; 0.43924533;-0.0093976
 1.90430217; 0.33159878; 0.47429428;-0.01047788
 2.35721295; 0.37321711; 0.37639466;-0.00783271
 0.69591542; 0.34201302; 0.56262544;-0.01222292
 3.97550959; 0.31500111; 0.28783328;-0.00599178
 3.11958862; 0.36678388; 0.32073367;-0.00677426
 1.90940251; 0.33534628; 0.4707643;-0.01041547
 2.92949327; 0.35794803; 0.33495832;-0.0068411
 1.55347631; 0.35631357; 0.47308813;-0.0102064
 1.12658892; 0.37742793; 0.49264663;-0.01069962
 2.53841476; 0.33039185; 0.40196028;-0.00847274
 1.11485974; 0.36334616; 0.50372463;-0.01086179
 2.60774821; 0.33161256; 0.38703616;-0.00799059
 0.6457748; 0.3596859; 0.55790906;-0.01228973
 2.78755949; 0.33504891; 0.37200383;-0.00775614
 0.33547104; 0.3290205; 0.61247064;-0.01346378
 2.33751458; 0.35306127; 0.4110636;-0.00896495
 1.62792255; 0.3447998; 0.47440587;-0.01019492
 2.6710765; 0.3736532; 0.34913239;-0.0072569
