Vname;N;k;RhoReference;RhoEstimated;RCM_bar;RCV_bar
SAR34_20_-0.7_50;20;50;-0.7;-0.704471;0.01949922;0.68911553
SAR34_20_-0.7_9;20;9;-0.7;-0.704471;0.01127709;0.98343277
SAR34_20_-0.9_110;20;110;-0.9;-0.8317477;0.02103187;0.33758408
SAR34_20_-0.9_160;20;160;-0.9;-0.8317477;0.01424889;0.20321948
SAR34_20_-0.9_18;20;18;-0.9;-0.8317477;0.02626276;0.83839715
SAR34_20_-0.9_213;20;213;-0.9;-0.8317477;0.0098733;0.09125651
SAR34_20_-0.9_26;20;26;-0.9;-0.8317477;0.01818159;0.82783045
SAR34_20_-0.9_267;20;267;-0.9;-0.8317477;0.00596467;0.0406057
SAR34_20_-0.9_320;20;320;-0.9;-0.8317477;0.00486899;0.03376837
SAR34_20_-0.9_360;20;360;-0.9;-0.8317477;0.00297422;0.01617097
SAR34_20_-0.9_396;20;396;-0.9;-0.8317477;0.00080654;0.00665595
SAR34_20_-0.9_4;20;4;-0.9;-0.8317477;0.00705357;0.9956997
SAR34_20_-0.9_50;20;50;-0.9;-0.8317477;0.02587917;0.60691277
SAR34_20_-0.9_9;20;9;-0.9;-0.8317477;0.01741333;0.92546467
SAR34_20_0.3_110;20;110;0.3;0.23512768;0.01962619;0.2983738
SAR34_20_0.3_160;20;160;0.3;0.23512768;0.018345;0.13982531
SAR34_20_0.3_18;20;18;0.3;0.23512768;0.02307648;0.83584742
SAR34_20_0.3_213;20;213;0.3;0.23512768;0.00916064;0.10496704
SAR34_20_0.3_26;20;26;0.3;0.23512768;0.017838;0.78392344
SAR34_20_0.3_267;20;267;0.3;0.23512768;0.00722015;0.04873208
SAR34_20_0.3_320;20;320;0.3;0.23512768;0.00557428;0.02615519
SAR34_20_0.3_360;20;360;0.3;0.23512768;0.00597072;0.03025016
SAR34_20_0.3_396;20;396;0.3;0.23512768;0.0011753;0.00504052
SAR34_20_0.3_4;20;4;0.3;0.23512768;0.01931135;0.97886276
SAR34_20_0.3_50;20;50;0.3;0.23512768;0.0257889;0.58243626
SAR34_20_0.3_9;20;9;0.3;0.23512768;0.01664787;0.92950495
SAR34_20_0.5_110;20;110;0.5;0.45159602;0.03407787;0.2099645
SAR34_20_0.5_160;20;160;0.5;0.45159602;0.02002903;0.14745856
SAR34_20_0.5_18;20;18;0.5;0.45159602;0.02669473;0.81338598
SAR34_20_0.5_213;20;213;0.5;0.45159602;0.01910658;0.05901713
SAR34_20_0.5_26;20;26;0.5;0.45159602;0.02673933;0.72823537
SAR34_20_0.5_267;20;267;0.5;0.45159602;0.00868792;0.03759469
SAR34_20_0.5_320;20;320;0.5;0.45159602;0.00746046;0.02289432
SAR34_20_0.5_360;20;360;0.5;0.45159602;0.00357927;0.02179905
SAR34_20_0.5_396;20;396;0.5;0.45159602;0.00222107;0.00335757
SAR34_20_0.5_4;20;4;0.5;0.45159602;0.02979888;0.96131141
SAR34_20_0.5_50;20;50;0.5;0.45159602;0.02798687;0.50759793
SAR34_20_0.5_9;20;9;0.5;0.45159602;0.02145072;0.9046597
SAR34_20_0.7_110;20;110;0.7;0.71986626;0.04266671;0.09074219
SAR34_20_0.7_160;20;160;0.7;0.71986626;0.02976421;0.07298059
SAR34_20_0.7_18;20;18;0.7;0.71986626;0.03562018;0.63584175
SAR34_20_0.7_213;20;213;0.7;0.71986626;0.02475656;0.07926974
SAR34_20_0.7_26;20;26;0.7;0.71986626;0.03350301;0.58661049
SAR34_20_0.7_267;20;267;0.7;0.71986626;0.01118797;0.07664451
SAR34_20_0.7_320;20;320;0.7;0.71986626;0.0031375;0.0400962
SAR34_20_0.7_360;20;360;0.7;0.71986626;0.00291758;0.02034635
SAR34_20_0.7_396;20;396;0.7;0.71986626;0.00194308;0.00427587
SAR34_20_0.7_4;20;4;0.7;0.71986626;0.02674932;0.93226546
SAR34_20_0.7_50;20;50;0.7;0.71986626;0.043408;0.3394951
SAR34_20_0.7_9;20;9;0.7;0.71986626;0.05415387;0.7440786
SAR34_20_0.9_110;20;110;0.9;0.90788046;0.07055242;0.43095055
SAR34_20_0.9_160;20;160;0.9;0.90788046;0.04866476;0.34232835
SAR34_20_0.9_18;20;18;0.9;0.90788046;0.07788081;0.24521204
SAR34_20_0.9_213;20;213;0.9;0.90788046;0.02730238;0.2662649
SAR34_20_0.9_26;20;26;0.9;0.90788046;0.08389226;0.19130479
SAR34_20_0.9_267;20;267;0.9;0.90788046;0.01380688;0.17516159
SAR34_20_0.9_320;20;320;0.9;0.90788046;0.00488678;0.09863744
SAR34_20_0.9_360;20;360;0.9;0.90788046;0.00192724;0.04693339
SAR34_20_0.9_396;20;396;0.9;0.90788046;0.0021428;0.00422704
SAR34_20_0.9_4;20;4;0.9;0.90788046;0.07546399;0.68127043
SAR34_20_0.9_50;20;50;0.9;0.90788046;0.09368677;0.41200923
SAR34_20_0.9_9;20;9;0.9;0.90788046;0.0788102;0.34138698
SAR34_20_0_110;20;110;0;-0.0574976;0.01542154;0.38722579
SAR34_20_0_160;20;160;0;-0.0574976;0.01706427;0.23519812
SAR34_20_0_18;20;18;0;-0.0574976;0.0266273;0.87102505
SAR34_20_0_213;20;213;0;-0.0574976;0.00970544;0.12276949
SAR34_20_0_26;20;26;0;-0.0574976;0.02590373;0.81342504
SAR34_20_0_267;20;267;0;-0.0574976;0.00747014;0.05705585
SAR34_20_0_320;20;320;0;-0.0574976;0.00491763;0.02786331
SAR34_20_0_360;20;360;0;-0.0574976;0.00295295;0.01717628
SAR34_20_0_396;20;396;0;-0.0574976;0.00143583;0.00275849
SAR34_20_0_4;20;4;0;-0.0574976;0.00818745;0.99122689
SAR34_20_0_50;20;50;0;-0.0574976;0.01750815;0.64215189
SAR34_20_0_9;20;9;0;-0.0574976;0.02075475;0.9620611
SAR34_25_-0.3_14;25;14;-0.3;-0.3161983;0.01351031;0.96939127
SAR34_25_-0.3_170;25;170;-0.3;-0.3161983;0.01410343;0.45039596
SAR34_25_-0.3_250;25;250;-0.3;-0.3161983;0.0074864;0.28148487
SAR34_25_-0.3_27;25;27;-0.3;-0.3161983;0.01291739;0.91446036
SAR34_25_-0.3_333;25;333;-0.3;-0.3161983;0.00777718;0.15337577
SAR34_25_-0.3_4;25;4;-0.3;-0.3161983;0.00610963;0.99673873
SAR34_25_-0.3_417;25;417;-0.3;-0.3161983;0.00516023;0.08357656
SAR34_25_-0.3_43;25;43;-0.3;-0.3161983;0.01528434;0.81171317
SAR34_25_-0.3_500;25;500;-0.3;-0.3161983;0.00348195;0.04108466
SAR34_25_-0.3_563;25;563;-0.3;-0.3161983;0.0024688;0.01742776
SAR34_25_-0.3_6;25;6;-0.3;-0.3161983;0.00686935;0.99203886
SAR34_25_-0.3_618;25;618;-0.3;-0.3161983;0.00102185;0.00687676
SAR34_25_-0.3_80;25;80;-0.3;-0.3161983;0.01125522;0.72377231
SAR34_25_-0.5_14;25;14;-0.5;-0.4787509;0.01522586;0.96575806
SAR34_25_-0.5_170;25;170;-0.5;-0.4787509;0.01187862;0.40047734
SAR34_25_-0.5_250;25;250;-0.5;-0.4787509;0.01044438;0.24480275
SAR34_25_-0.5_27;25;27;-0.5;-0.4787509;0.01712317;0.89170966
SAR34_25_-0.5_333;25;333;-0.5;-0.4787509;0.00970627;0.14333669
SAR34_25_-0.5_4;25;4;-0.5;-0.4787509;0.01074076;0.99524573
SAR34_25_-0.5_417;25;417;-0.5;-0.4787509;0.00495968;0.08400133
SAR34_25_-0.5_43;25;43;-0.5;-0.4787509;0.01623628;0.83389597
SAR34_25_-0.5_500;25;500;-0.5;-0.4787509;0.00399351;0.03341177
SAR34_25_-0.5_563;25;563;-0.5;-0.4787509;0.00233173;0.01860171
SAR34_25_-0.5_6;25;6;-0.5;-0.4787509;0.01211617;0.97807999
SAR34_25_-0.5_618;25;618;-0.5;-0.4787509;0.00059044;0.00387092
SAR34_25_-0.5_80;25;80;-0.5;-0.4787509;0.01528375;0.6793228
SAR34_25_-0.7_14;25;14;-0.7;-0.6716359;0.01112052;0.96084247
SAR34_25_-0.7_170;25;170;-0.7;-0.6716359;0.01223798;0.4243597
SAR34_25_-0.7_250;25;250;-0.7;-0.6716359;0.00806816;0.24359114
SAR34_25_-0.7_27;25;27;-0.7;-0.6716359;0.01841021;0.87000175
SAR34_25_-0.7_333;25;333;-0.7;-0.6716359;0.00833992;0.13827439
SAR34_25_-0.7_4;25;4;-0.7;-0.6716359;0.00479966;0.99700562
SAR34_25_-0.7_417;25;417;-0.7;-0.6716359;0.0051867;0.06706429
SAR34_25_-0.7_43;25;43;-0.7;-0.6716359;0.0178992;0.82963447
SAR34_25_-0.7_500;25;500;-0.7;-0.6716359;0.00361925;0.02786021
SAR34_25_-0.7_563;25;563;-0.7;-0.6716359;0.00159968;0.01340184
SAR34_25_-0.7_6;25;6;-0.7;-0.6716359;0.00682818;0.99450592
SAR34_25_-0.7_618;25;618;-0.7;-0.6716359;0.00074317;0.00346264
SAR34_25_-0.7_80;25;80;-0.7;-0.6716359;0.01637359;0.67681773
SAR34_25_-0.9_14;25;14;-0.9;-0.9086883;0.00995437;0.96618543
SAR34_25_-0.9_170;25;170;-0.9;-0.9086883;0.00882085;0.3252808
SAR34_25_-0.9_250;25;250;-0.9;-0.9086883;0.00681781;0.14633643
SAR34_25_-0.9_27;25;27;-0.9;-0.9086883;0.0175678;0.85520014
SAR34_25_-0.9_333;25;333;-0.9;-0.9086883;0.00613324;0.06904926
SAR34_25_-0.9_4;25;4;-0.9;-0.9086883;0.00337879;0.9991147
SAR34_25_-0.9_417;25;417;-0.9;-0.9086883;0.00458171;0.02888649
SAR34_25_-0.9_43;25;43;-0.9;-0.9086883;0.0208455;0.74550242
SAR34_25_-0.9_500;25;500;-0.9;-0.9086883;0.00254484;0.02443822
SAR34_25_-0.9_563;25;563;-0.9;-0.9086883;0.00184396;0.01220215
SAR34_25_-0.9_6;25;6;-0.9;-0.9086883;0.00955047;0.9846179
SAR34_25_-0.9_618;25;618;-0.9;-0.9086883;0.00060873;0.00312278
SAR34_25_-0.9_80;25;80;-0.9;-0.9086883;0.01617535;0.6399548
SAR34_25_0.3_14;25;14;0.3;0.2629219;0.01658208;0.94045264
SAR34_25_0.3_170;25;170;0.3;0.2629219;0.01447557;0.32151354
SAR34_25_0.3_250;25;250;0.3;0.2629219;0.01135421;0.18362962
SAR34_25_0.3_27;25;27;0.3;0.2629219;0.02319455;0.81576861
SAR34_25_0.3_333;25;333;0.3;0.2629219;0.00796962;0.09134126
SAR34_25_0.3_4;25;4;0.3;0.2629219;0.01637856;0.97232765
SAR34_25_0.3_417;25;417;0.3;0.2629219;0.00553877;0.04231795
SAR34_25_0.3_43;25;43;0.3;0.2629219;0.02221652;0.751766
SAR34_25_0.3_500;25;500;0.3;0.2629219;0.00345519;0.02174123
SAR34_25_0.3_563;25;563;0.3;0.2629219;0.00295048;0.01149054
SAR34_25_0.3_6;25;6;0.3;0.2629219;0.01158637;0.98611034
SAR34_25_0.3_618;25;618;0.3;0.2629219;0.00107001;0.00285114
SAR34_25_0.3_80;25;80;0.3;0.2629219;0.01499815;0.58570972
SAR34_25_0.5_14;25;14;0.5;0.41513281;0.02259895;0.88984186
SAR34_25_0.5_170;25;170;0.5;0.41513281;0.01311265;0.29108385
SAR34_25_0.5_250;25;250;0.5;0.41513281;0.01229972;0.14344281
SAR34_25_0.5_27;25;27;0.5;0.41513281;0.02122099;0.78298343
SAR34_25_0.5_333;25;333;0.5;0.41513281;0.00812075;0.04538681
SAR34_25_0.5_4;25;4;0.5;0.41513281;0.01540667;0.9847545
SAR34_25_0.5_417;25;417;0.5;0.41513281;0.00576545;0.02296606
SAR34_25_0.5_43;25;43;0.5;0.41513281;0.0210549;0.68779659
SAR34_25_0.5_500;25;500;0.5;0.41513281;0.00364035;0.02179015
SAR34_25_0.5_563;25;563;0.5;0.41513281;0.00312737;0.01188531
SAR34_25_0.5_6;25;6;0.5;0.41513281;0.01796091;0.96614364
SAR34_25_0.5_618;25;618;0.5;0.41513281;0.00075912;0.00358174
SAR34_25_0.5_80;25;80;0.5;0.41513281;0.01640947;0.50370508
SAR34_25_0.7_14;25;14;0.7;0.76859068;0.04434779;0.72005626
SAR34_25_0.7_170;25;170;0.7;0.76859068;0.0224673;0.06182347
SAR34_25_0.7_250;25;250;0.7;0.76859068;0.00991703;0.076067
SAR34_25_0.7_27;25;27;0.7;0.76859068;0.07297929;0.36038279
SAR34_25_0.7_333;25;333;0.7;0.76859068;0.00922875;0.07627435
SAR34_25_0.7_4;25;4;0.7;0.76859068;0.03471711;0.94305773
SAR34_25_0.7_417;25;417;0.7;0.76859068;0.00512958;0.07428708
SAR34_25_0.7_43;25;43;0.7;0.76859068;0.04864341;0.23404924
SAR34_25_0.7_500;25;500;0.7;0.76859068;0.00399624;0.04128198
SAR34_25_0.7_563;25;563;0.7;0.76859068;0.00230428;0.01884507
SAR34_25_0.7_6;25;6;0.7;0.76859068;0.03754388;0.85644204
SAR34_25_0.7_618;25;618;0.7;0.76859068;0.0009588;0.00293294
SAR34_25_0.7_80;25;80;0.7;0.76859068;0.04604;0.13857851
SAR34_25_0.9_14;25;14;0.9;0.91028579;0.07690505;0.24857578
SAR34_25_0.9_170;25;170;0.9;0.91028579;0.01464446;0.310447
SAR34_25_0.9_250;25;250;0.9;0.91028579;0.01104473;0.25579161
SAR34_25_0.9_27;25;27;0.9;0.91028579;0.07083156;0.23796778
SAR34_25_0.9_333;25;333;0.9;0.91028579;0.0075919;0.19262537
SAR34_25_0.9_4;25;4;0.9;0.91028579;0.06924415;0.70836115
SAR34_25_0.9_417;25;417;0.9;0.91028579;0.00628945;0.14017261
SAR34_25_0.9_43;25;43;0.9;0.91028579;0.07059633;0.2824798
SAR34_25_0.9_500;25;500;0.9;0.91028579;0.00446767;0.07966273
SAR34_25_0.9_563;25;563;0.9;0.91028579;0.0020952;0.04119478
SAR34_25_0.9_6;25;6;0.9;0.91028579;0.06786739;0.61731191
SAR34_25_0.9_618;25;618;0.9;0.91028579;0.00069398;0.00369607
SAR34_25_0.9_80;25;80;0.9;0.91028579;0.05044128;0.42668916
SAR34_25_0_14;25;14;0;-0.0962313;0.01070313;0.96145317
SAR34_25_0_170;25;170;0;-0.0962313;0.0116647;0.40402327
SAR34_25_0_250;25;250;0;-0.0962313;0.00923259;0.24823327
SAR34_25_0_27;25;27;0;-0.0962313;0.01448852;0.89384849
SAR34_25_0_333;25;333;0;-0.0962313;0.00758873;0.12853926
SAR34_25_0_4;25;4;0;-0.0962313;0.00887036;0.99476689
SAR34_25_0_417;25;417;0;-0.0962313;0.0055814;0.05958991
SAR34_25_0_43;25;43;0;-0.0962313;0.02163214;0.8253208
SAR34_25_0_500;25;500;0;-0.0962313;0.00429228;0.02496852
SAR34_25_0_563;25;563;0;-0.0962313;0.00270853;0.01436562
SAR34_25_0_6;25;6;0;-0.0962313;0.01161208;0.98646818
SAR34_25_0_618;25;618;0;-0.0962313;0.00092535;0.00319181
SAR34_25_0_80;25;80;0;-0.0962313;0.01577716;0.66148564
SAR34_30_-0.3_120;30;120;-0.3;-0.3008153;0.01192471;0.70957864
SAR34_30_-0.3_20;30;20;-0.3;-0.3008153;0.0165471;0.94158655
SAR34_30_-0.3_240;30;240;-0.3;-0.3008153;0.0104168;0.46658532
SAR34_30_-0.3_360;30;360;-0.3;-0.3008153;0.00858636;0.30433736
SAR34_30_-0.3_4;30;4;-0.3;-0.3008153;0.00401003;0.99820437
SAR34_30_-0.3_40;30;40;-0.3;-0.3008153;0.01715421;0.89236903
SAR34_30_-0.3_480;30;480;-0.3;-0.3008153;0.00731388;0.16439286
SAR34_30_-0.3_60;30;60;-0.3;-0.3008153;0.01203649;0.85621496
SAR34_30_-0.3_600;30;600;-0.3;-0.3008153;0.00471556;0.07711903
SAR34_30_-0.3_720;30;720;-0.3;-0.3008153;0.0032058;0.03318574
SAR34_30_-0.3_810;30;810;-0.3;-0.3008153;0.00281013;0.01565501
SAR34_30_-0.3_890;30;890;-0.3;-0.3008153;0.00077219;0.00352508
SAR34_30_-0.3_9;30;9;-0.3;-0.3008153;0.00590475;0.99195185
SAR34_30_-0.5_120;30;120;-0.5;-0.4738759;0.01232563;0.70281797
SAR34_30_-0.5_20;30;20;-0.5;-0.4738759;0.01004103;0.97085914
SAR34_30_-0.5_240;30;240;-0.5;-0.4738759;0.0097874;0.45982327
SAR34_30_-0.5_360;30;360;-0.5;-0.4738759;0.00953619;0.27480584
SAR34_30_-0.5_4;30;4;-0.5;-0.4738759;0.00395501;0.99871355
SAR34_30_-0.5_40;30;40;-0.5;-0.4738759;0.0129275;0.91541188
SAR34_30_-0.5_480;30;480;-0.5;-0.4738759;0.00669537;0.15683945
SAR34_30_-0.5_60;30;60;-0.5;-0.4738759;0.01285004;0.86778407
SAR34_30_-0.5_600;30;600;-0.5;-0.4738759;0.00418883;0.07899568
SAR34_30_-0.5_720;30;720;-0.5;-0.4738759;0.0033252;0.0258477
SAR34_30_-0.5_810;30;810;-0.5;-0.4738759;0.00216995;0.01018716
SAR34_30_-0.5_890;30;890;-0.5;-0.4738759;0.000543;0.00309607
SAR34_30_-0.5_9;30;9;-0.5;-0.4738759;0.00734703;0.99351794
SAR34_30_-0.7_120;30;120;-0.7;-0.6988705;0.0125003;0.73584505
SAR34_30_-0.7_20;30;20;-0.7;-0.6988705;0.00874091;0.97823735
SAR34_30_-0.7_240;30;240;-0.7;-0.6988705;0.01051536;0.51987676
SAR34_30_-0.7_360;30;360;-0.7;-0.6988705;0.0096473;0.32981092
SAR34_30_-0.7_4;30;4;-0.7;-0.6988705;0.00496516;0.99796603
SAR34_30_-0.7_40;30;40;-0.7;-0.6988705;0.01185668;0.9263885
SAR34_30_-0.7_480;30;480;-0.7;-0.6988705;0.00720387;0.18645332
SAR34_30_-0.7_60;30;60;-0.7;-0.6988705;0.01003593;0.89282528
SAR34_30_-0.7_600;30;600;-0.7;-0.6988705;0.00485183;0.08694309
SAR34_30_-0.7_720;30;720;-0.7;-0.6988705;0.00450128;0.03850027
SAR34_30_-0.7_810;30;810;-0.7;-0.6988705;0.00221494;0.01723957
SAR34_30_-0.7_890;30;890;-0.7;-0.6988705;0.0005225;0.00446413
SAR34_30_-0.7_9;30;9;-0.7;-0.6988705;0.00730549;0.99148532
SAR34_30_-0.9_120;30;120;-0.9;-0.8656736;0.01165775;0.73817226
SAR34_30_-0.9_20;30;20;-0.9;-0.8656736;0.00863083;0.98698827
SAR34_30_-0.9_240;30;240;-0.9;-0.8656736;0.00905409;0.45669951
SAR34_30_-0.9_360;30;360;-0.9;-0.8656736;0.00827994;0.29635882
SAR34_30_-0.9_4;30;4;-0.9;-0.8656736;0.01432725;0.9693583
SAR34_30_-0.9_40;30;40;-0.9;-0.8656736;0.0154894;0.93366066
SAR34_30_-0.9_480;30;480;-0.9;-0.8656736;0.00537895;0.14756127
SAR34_30_-0.9_60;30;60;-0.9;-0.8656736;0.01228469;0.89711088
SAR34_30_-0.9_600;30;600;-0.9;-0.8656736;0.00393274;0.07238371
SAR34_30_-0.9_720;30;720;-0.9;-0.8656736;0.00262482;0.0284836
SAR34_30_-0.9_810;30;810;-0.9;-0.8656736;0.00245737;0.00886316
SAR34_30_-0.9_890;30;890;-0.9;-0.8656736;0.00055216;0.00236216
SAR34_30_-0.9_9;30;9;-0.9;-0.8656736;0.00550314;0.99345788
SAR34_30_0.3_120;30;120;0.3;0.19142851;0.01638259;0.61361587
SAR34_30_0.3_20;30;20;0.3;0.19142851;0.01642105;0.92436884
SAR34_30_0.3_240;30;240;0.3;0.19142851;0.01221189;0.36736607
SAR34_30_0.3_360;30;360;0.3;0.19142851;0.00974418;0.23570334
SAR34_30_0.3_4;30;4;0.3;0.19142851;0.00963704;0.99391468
SAR34_30_0.3_40;30;40;0.3;0.19142851;0.01361924;0.8529254
SAR34_30_0.3_480;30;480;0.3;0.19142851;0.00876979;0.12119756
SAR34_30_0.3_60;30;60;0.3;0.19142851;0.01596644;0.78867034
SAR34_30_0.3_600;30;600;0.3;0.19142851;0.00459116;0.05381129
SAR34_30_0.3_720;30;720;0.3;0.19142851;0.00435895;0.02582072
SAR34_30_0.3_810;30;810;0.3;0.19142851;0.00301832;0.0126006
SAR34_30_0.3_890;30;890;0.3;0.19142851;0.000719;0.00386852
SAR34_30_0.3_9;30;9;0.3;0.19142851;0.01259899;0.97059402
SAR34_30_0.5_120;30;120;0.5;0.52811226;0.01825052;0.46772514
SAR34_30_0.5_20;30;20;0.5;0.52811226;0.02054957;0.84994823
SAR34_30_0.5_240;30;240;0.5;0.52811226;0.01689056;0.25907324
SAR34_30_0.5_360;30;360;0.5;0.52811226;0.0130244;0.15260928
SAR34_30_0.5_4;30;4;0.5;0.52811226;0.01332613;0.98091475
SAR34_30_0.5_40;30;40;0.5;0.52811226;0.02472898;0.73204805
SAR34_30_0.5_480;30;480;0.5;0.52811226;0.00829176;0.06790184
SAR34_30_0.5_60;30;60;0.5;0.52811226;0.01595532;0.70014608
SAR34_30_0.5_600;30;600;0.5;0.52811226;0.00608521;0.03427235
SAR34_30_0.5_720;30;720;0.5;0.52811226;0.00484221;0.01402153
SAR34_30_0.5_810;30;810;0.5;0.52811226;0.00305943;0.00906778
SAR34_30_0.5_890;30;890;0.5;0.52811226;0.00077745;0.00308129
SAR34_30_0.5_9;30;9;0.5;0.52811226;0.02281176;0.93769081
SAR34_30_0.7_120;30;120;0.7;0.72158263;0.02057394;0.38328607
SAR34_30_0.7_20;30;20;0.7;0.72158263;0.02555983;0.83630278
SAR34_30_0.7_240;30;240;0.7;0.72158263;0.0116479;0.16698691
SAR34_30_0.7_360;30;360;0.7;0.72158263;0.01150937;0.09010964
SAR34_30_0.7_4;30;4;0.7;0.72158263;0.01845365;0.97526271
SAR34_30_0.7_40;30;40;0.7;0.72158263;0.02678535;0.71813595
SAR34_30_0.7_480;30;480;0.7;0.72158263;0.00642301;0.02834829
SAR34_30_0.7_60;30;60;0.7;0.72158263;0.02264444;0.59952234
SAR34_30_0.7_600;30;600;0.7;0.72158263;0.00519701;0.02298867
SAR34_30_0.7_720;30;720;0.7;0.72158263;0.0039195;0.01892345
SAR34_30_0.7_810;30;810;0.7;0.72158263;0.0027224;0.01159061
SAR34_30_0.7_890;30;890;0.7;0.72158263;0.00057707;0.00268266
SAR34_30_0.7_9;30;9;0.7;0.72158263;0.02471506;0.92942258
SAR34_30_0.9_120;30;120;0.9;0.89797257;0.02010995;0.06576869
SAR34_30_0.9_20;30;20;0.9;0.89797257;0.03277703;0.64114168
SAR34_30_0.9_240;30;240;0.9;0.89797257;0.02549106;0.10967445
SAR34_30_0.9_360;30;360;0.9;0.89797257;0.01455439;0.12267818
SAR34_30_0.9_4;30;4;0.9;0.89797257;0.03509463;0.91709072
SAR34_30_0.9_40;30;40;0.9;0.89797257;0.02584649;0.45200228
SAR34_30_0.9_480;30;480;0.9;0.89797257;0.01213934;0.12705644
SAR34_30_0.9_60;30;60;0.9;0.89797257;0.02506152;0.3020367
SAR34_30_0.9_600;30;600;0.9;0.89797257;0.00671639;0.09334599
SAR34_30_0.9_720;30;720;0.9;0.89797257;0.00259112;0.05808957
SAR34_30_0.9_810;30;810;0.9;0.89797257;0.00201869;0.02947034
SAR34_30_0.9_890;30;890;0.9;0.89797257;0.00072942;0.00444016
SAR34_30_0.9_9;30;9;0.9;0.89797257;0.03038061;0.81019918
SAR34_30_0_120;30;120;0;-0.0047264;0.0166331;0.6159213
SAR34_30_0_20;30;20;0;-0.0047264;0.01331955;0.94469183
SAR34_30_0_240;30;240;0;-0.0047264;0.01446847;0.40811524
SAR34_30_0_360;30;360;0;-0.0047264;0.00911817;0.24502448
SAR34_30_0_4;30;4;0;-0.0047264;0.00807187;0.99514531
SAR34_30_0_40;30;40;0;-0.0047264;0.01467032;0.88543506
SAR34_30_0_480;30;480;0;-0.0047264;0.0062866;0.12805347
SAR34_30_0_60;30;60;0;-0.0047264;0.01553391;0.82333729
SAR34_30_0_600;30;600;0;-0.0047264;0.0052903;0.04624299
SAR34_30_0_720;30;720;0;-0.0047264;0.00438733;0.02032931
SAR34_30_0_810;30;810;0;-0.0047264;0.00272313;0.00919602
SAR34_30_0_890;30;890;0;-0.0047264;0.00062801;0.00391699
SAR34_30_0_9;30;9;0;-0.0047264;0.00979848;0.98491552
SAR34_5_-0.3_10;5;10;-0.3;-0.3208072;0.03897037;0.4852214
SAR34_5_-0.3_13;5;13;-0.3;-0.3208072;0.05024778;0.2681852
SAR34_5_-0.3_15;5;15;-0.3;-0.3208072;0.03521854;0.25335492
SAR34_5_-0.3_18;5;18;-0.3;-0.3208072;0.02462559;0.10775725
SAR34_5_-0.3_20;5;20;-0.3;-0.3208072;0.02351958;0.06714707
SAR34_5_-0.3_22;5;22;-0.3;-0.3208072;0.01368287;0.07281762
SAR34_5_-0.3_24;5;24;-0.3;-0.3208072;0.01050379;0.02965663
SAR34_5_-0.3_3;5;3;-0.3;-0.3208072;0.06532194;0.847358
SAR34_5_-0.3_5;5;5;-0.3;-0.3208072;0.05957385;0.75754388
SAR34_5_-0.5_10;5;10;-0.5;-0.5605865;0.04789727;0.53920876
SAR34_5_-0.5_13;5;13;-0.5;-0.5605865;0.03947344;0.37651944
SAR34_5_-0.5_15;5;15;-0.5;-0.5605865;0.03378098;0.29133394
SAR34_5_-0.5_18;5;18;-0.5;-0.5605865;0.02447843;0.16171387
SAR34_5_-0.5_20;5;20;-0.5;-0.5605865;0.02012643;0.10199092
SAR34_5_-0.5_22;5;22;-0.5;-0.5605865;0.01213799;0.09777077
SAR34_5_-0.5_24;5;24;-0.5;-0.5605865;0.00858768;0.05329369
SAR34_5_-0.5_3;5;3;-0.5;-0.5605865;0.03693288;0.93715531
SAR34_5_-0.5_5;5;5;-0.5;-0.5605865;0.06026903;0.72669094
SAR34_5_-0.7_10;5;10;-0.7;-0.7928587;0.03084608;0.49521588
SAR34_5_-0.7_13;5;13;-0.7;-0.7928587;0.02994188;0.3941545
SAR34_5_-0.7_15;5;15;-0.7;-0.7928587;0.02875668;0.31360818
SAR34_5_-0.7_18;5;18;-0.7;-0.7928587;0.02287708;0.17483034
SAR34_5_-0.7_20;5;20;-0.7;-0.7928587;0.01730718;0.08985911
SAR34_5_-0.7_22;5;22;-0.7;-0.7928587;0.01020343;0.07757919
SAR34_5_-0.7_24;5;24;-0.7;-0.7928587;0.00590355;0.03886482
SAR34_5_-0.7_3;5;3;-0.7;-0.7928587;0.05203346;0.87290461
SAR34_5_-0.7_5;5;5;-0.7;-0.7928587;0.04345776;0.76356474
SAR34_5_-0.9_10;5;10;-0.9;-0.8993775;0.04043133;0.50300263
SAR34_5_-0.9_13;5;13;-0.9;-0.8993775;0.02830647;0.39976257
SAR34_5_-0.9_15;5;15;-0.9;-0.8993775;0.02881893;0.32827119
SAR34_5_-0.9_18;5;18;-0.9;-0.8993775;0.01830237;0.24326189
SAR34_5_-0.9_20;5;20;-0.9;-0.8993775;0.01162153;0.13055436
SAR34_5_-0.9_22;5;22;-0.9;-0.8993775;0.00737919;0.1111343
SAR34_5_-0.9_24;5;24;-0.9;-0.8993775;0.00441104;0.0931602
SAR34_5_-0.9_3;5;3;-0.9;-0.8993775;0.05905395;0.89589536
SAR34_5_-0.9_5;5;5;-0.9;-0.8993775;0.03743417;0.80785286
SAR34_5_0.3_10;5;10;0.3;0.3477026;0.04565986;0.32670952
SAR34_5_0.3_13;5;13;0.3;0.3477026;0.05281076;0.20446172
SAR34_5_0.3_15;5;15;0.3;0.3477026;0.03193386;0.17949075
SAR34_5_0.3_18;5;18;0.3;0.3477026;0.02907895;0.09489548
SAR34_5_0.3_20;5;20;0.3;0.3477026;0.02406172;0.07272272
