Vname;N;k;RhoReference;RhoEstimated;RCM_bar;RCV_bar
SAR33_30_0.7_9;30;9;0.7;0.66733828;0.02561495;0.93599641
SAR33_30_0.9_120;30;120;0.9;0.88065842;0.02163977;0.11070347
SAR33_30_0.9_20;30;20;0.9;0.88065842;0.03285921;0.54290952
SAR33_30_0.9_240;30;240;0.9;0.88065842;0.02103307;0.04551308
SAR33_30_0.9_360;30;360;0.9;0.88065842;0.01417995;0.060401
SAR33_30_0.9_4;30;4;0.9;0.88065842;0.03544306;0.90395529
SAR33_30_0.9_40;30;40;0.9;0.88065842;0.02933853;0.40707132
SAR33_30_0.9_480;30;480;0.9;0.88065842;0.01415529;0.07233239
SAR33_30_0.9_60;30;60;0.9;0.88065842;0.03941194;0.22223768
SAR33_30_0.9_600;30;600;0.9;0.88065842;0.01020111;0.05903433
SAR33_30_0.9_720;30;720;0.9;0.88065842;0.00833454;0.03649851
SAR33_30_0.9_810;30;810;0.9;0.88065842;0.00655997;0.01406026
SAR33_30_0.9_890;30;890;0.9;0.88065842;0.00122776;0.00195907
SAR33_30_0.9_9;30;9;0.9;0.88065842;0.02845982;0.78283108
SAR33_30_0_120;30;120;0;-0.0229496;0.01374801;0.66348003
SAR33_30_0_20;30;20;0;-0.0229496;0.01246286;0.94696059
SAR33_30_0_240;30;240;0;-0.0229496;0.01300164;0.44224439
SAR33_30_0_360;30;360;0;-0.0229496;0.00999672;0.27491977
SAR33_30_0_4;30;4;0;-0.0229496;0.01097725;0.99313725
SAR33_30_0_40;30;40;0;-0.0229496;0.01390639;0.9043456
SAR33_30_0_480;30;480;0;-0.0229496;0.00725699;0.17883544
SAR33_30_0_60;30;60;0;-0.0229496;0.02141814;0.81655371
SAR33_30_0_600;30;600;0;-0.0229496;0.00788385;0.09981045
SAR33_30_0_720;30;720;0;-0.0229496;0.00497228;0.04788012
SAR33_30_0_810;30;810;0;-0.0229496;0.00322824;0.02603356
SAR33_30_0_890;30;890;0;-0.0229496;0.00139669;0.00328469
SAR33_30_0_9;30;9;0;-0.0229496;0.01332774;0.98616857
SAR33_5_-0.3_10;5;10;-0.3;-0.2415343;0.05532219;0.44710959
SAR33_5_-0.3_13;5;13;-0.3;-0.2415343;0.06740415;0.22237608
SAR33_5_-0.3_15;5;15;-0.3;-0.2415343;0.06090809;0.15882654
SAR33_5_-0.3_18;5;18;-0.3;-0.2415343;0.03700148;0.10349836
SAR33_5_-0.3_20;5;20;-0.3;-0.2415343;0.02882934;0.09293895
SAR33_5_-0.3_22;5;22;-0.3;-0.2415343;0.01851941;0.06357773
SAR33_5_-0.3_24;5;24;-0.3;-0.2415343;0.01369253;0.03830653
SAR33_5_-0.3_3;5;3;-0.3;-0.2415343;0.0671691;0.89112485
SAR33_5_-0.3_5;5;5;-0.3;-0.2415343;0.08828352;0.6935937
SAR33_5_-0.5_10;5;10;-0.5;-0.4228185;0.08168774;0.52303213
SAR33_5_-0.5_13;5;13;-0.5;-0.4228185;0.05432968;0.33065277
SAR33_5_-0.5_15;5;15;-0.5;-0.4228185;0.04654275;0.28220384
SAR33_5_-0.5_18;5;18;-0.5;-0.4228185;0.03868814;0.20686968
SAR33_5_-0.5_20;5;20;-0.5;-0.4228185;0.02896698;0.17227198
SAR33_5_-0.5_22;5;22;-0.5;-0.4228185;0.01997828;0.14052678
SAR33_5_-0.5_24;5;24;-0.5;-0.4228185;0.01580543;0.05500175
SAR33_5_-0.5_3;5;3;-0.5;-0.4228185;0.08763531;0.88097252
SAR33_5_-0.5_5;5;5;-0.5;-0.4228185;0.09280274;0.76524932
SAR33_5_-0.7_10;5;10;-0.7;-0.6260936;0.07430222;0.43502924
SAR33_5_-0.7_13;5;13;-0.7;-0.6260936;0.05658772;0.31068587
SAR33_5_-0.7_15;5;15;-0.7;-0.6260936;0.04311058;0.20287058
SAR33_5_-0.7_18;5;18;-0.7;-0.6260936;0.0363748;0.12915066
SAR33_5_-0.7_20;5;20;-0.7;-0.6260936;0.0314744;0.14463876
SAR33_5_-0.7_22;5;22;-0.7;-0.6260936;0.02200533;0.12894503
SAR33_5_-0.7_24;5;24;-0.7;-0.6260936;0.00731722;0.05271435
SAR33_5_-0.7_3;5;3;-0.7;-0.6260936;0.0798343;0.87682916
SAR33_5_-0.7_5;5;5;-0.7;-0.6260936;0.07527057;0.80230543
SAR33_5_-0.9_10;5;10;-0.9;-0.865806;0.06517094;0.52940025
SAR33_5_-0.9_13;5;13;-0.9;-0.865806;0.05983365;0.30105023
SAR33_5_-0.9_15;5;15;-0.9;-0.865806;0.04736121;0.22737743
SAR33_5_-0.9_18;5;18;-0.9;-0.865806;0.03407458;0.14918338
SAR33_5_-0.9_20;5;20;-0.9;-0.865806;0.02262558;0.12852817
SAR33_5_-0.9_22;5;22;-0.9;-0.865806;0.01242405;0.08635624
SAR33_5_-0.9_24;5;24;-0.9;-0.865806;0.01147222;0.04588583
SAR33_5_-0.9_3;5;3;-0.9;-0.865806;0.05346816;0.91102359
SAR33_5_-0.9_5;5;5;-0.9;-0.865806;0.0766293;0.83301951
SAR33_5_0.3_10;5;10;0.3;0.3432337;0.09278351;0.3010358
SAR33_5_0.3_13;5;13;0.3;0.3432337;0.10296751;0.15878137
SAR33_5_0.3_15;5;15;0.3;0.3432337;0.05716905;0.10101693
SAR33_5_0.3_18;5;18;0.3;0.3432337;0.06974159;0.09356257
SAR33_5_0.3_20;5;20;0.3;0.3432337;0.04919732;0.06391459
SAR33_5_0.3_22;5;22;0.3;0.3432337;0.04426555;0.040053
SAR33_5_0.3_24;5;24;0.3;0.3432337;0.01481315;0.03318334
SAR33_5_0.3_3;5;3;0.3;0.3432337;0.0951336;0.82421106
SAR33_5_0.3_5;5;5;0.3;0.3432337;0.09566519;0.63769221
SAR33_5_0.5_10;5;10;0.5;0.53924246;0.08795627;0.33896713
SAR33_5_0.5_13;5;13;0.5;0.53924246;0.07519864;0.25535592
SAR33_5_0.5_15;5;15;0.5;0.53924246;0.07950204;0.17313516
SAR33_5_0.5_18;5;18;0.5;0.53924246;0.04261089;0.12811392
SAR33_5_0.5_20;5;20;0.5;0.53924246;0.04628052;0.12222935
SAR33_5_0.5_22;5;22;0.5;0.53924246;0.0391962;0.0718937
SAR33_5_0.5_24;5;24;0.5;0.53924246;0.02664355;0.0367737
SAR33_5_0.5_3;5;3;0.5;0.53924246;0.12484897;0.73968855
SAR33_5_0.5_5;5;5;0.5;0.53924246;0.09622583;0.61147452
SAR33_5_0.7_10;5;10;0.7;0.75851526;0.12173836;0.13388636
SAR33_5_0.7_13;5;13;0.7;0.75851526;0.09706352;0.11412548
SAR33_5_0.7_15;5;15;0.7;0.75851526;0.10361583;0.10064718
SAR33_5_0.7_18;5;18;0.7;0.75851526;0.05929034;0.06999707
SAR33_5_0.7_20;5;20;0.7;0.75851526;0.05546227;0.03675523
SAR33_5_0.7_22;5;22;0.7;0.75851526;0.04557976;0.04076155
SAR33_5_0.7_24;5;24;0.7;0.75851526;0.01615549;0.03086736
SAR33_5_0.7_3;5;3;0.7;0.75851526;0.16712991;0.51930944
SAR33_5_0.7_5;5;5;0.7;0.75851526;0.14697671;0.29122101
SAR33_5_0.9_10;5;10;0.9;0.80860703;0.08840909;0.17165704
SAR33_5_0.9_13;5;13;0.9;0.80860703;0.08928508;0.06540328
SAR33_5_0.9_15;5;15;0.9;0.80860703;0.07297922;0.08983909
SAR33_5_0.9_18;5;18;0.9;0.80860703;0.05140733;0.06377724
SAR33_5_0.9_20;5;20;0.9;0.80860703;0.04950941;0.04899806
SAR33_5_0.9_22;5;22;0.9;0.80860703;0.03847382;0.03745883
SAR33_5_0.9_24;5;24;0.9;0.80860703;0.01768975;0.03282243
SAR33_5_0.9_3;5;3;0.9;0.80860703;0.14242949;0.55215134
SAR33_5_0.9_5;5;5;0.9;0.80860703;0.1080756;0.40880811
SAR33_5_0_10;5;10;0;-0.0816663;0.07472624;0.41614763
SAR33_5_0_13;5;13;0;-0.0816663;0.06343739;0.24784274
SAR33_5_0_15;5;15;0;-0.0816663;0.0502353;0.19273974
SAR33_5_0_18;5;18;0;-0.0816663;0.0591794;0.13398735
SAR33_5_0_20;5;20;0;-0.0816663;0.03867884;0.06632399
SAR33_5_0_22;5;22;0;-0.0816663;0.02816429;0.08890603
SAR33_5_0_24;5;24;0;-0.0816663;0.01800616;0.03607123
SAR33_5_0_3;5;3;0;-0.0816663;0.09343636;0.85917567
SAR33_5_0_5;5;5;0;-0.0816663;0.07816834;0.73607092
SAR34_10_-0.3_12;10;12;-0.3;-0.3856191;0.04741077;0.8162045
SAR34_10_-0.3_2;10;2;-0.3;-0.3856191;0.02210734;0.98847971
SAR34_10_-0.3_25;10;25;-0.3;-0.3856191;0.03780233;0.56235001
SAR34_10_-0.3_4;10;4;-0.3;-0.3856191;0.05629531;0.93044406
SAR34_10_-0.3_40;10;40;-0.3;-0.3856191;0.03903258;0.38092936
SAR34_10_-0.3_53;10;53;-0.3;-0.3856191;0.02793383;0.24880199
SAR34_10_-0.3_67;10;67;-0.3;-0.3856191;0.02323794;0.15653352
SAR34_10_-0.3_7;10;7;-0.3;-0.3856191;0.04037658;0.86698566
SAR34_10_-0.3_80;10;80;-0.3;-0.3856191;0.01378905;0.12425749
SAR34_10_-0.3_90;10;90;-0.3;-0.3856191;0.01016811;0.04329476
SAR34_10_-0.3_99;10;99;-0.3;-0.3856191;0.00159345;0.00695191
SAR34_10_-0.5_12;10;12;-0.5;-0.5793556;0.04971909;0.76090811
SAR34_10_-0.5_2;10;2;-0.5;-0.5793556;0.02065682;0.99415178
SAR34_10_-0.5_25;10;25;-0.5;-0.5793556;0.05294053;0.51438542
SAR34_10_-0.5_4;10;4;-0.5;-0.5793556;0.04939098;0.92976223
SAR34_10_-0.5_40;10;40;-0.5;-0.5793556;0.03899267;0.21890852
SAR34_10_-0.5_53;10;53;-0.5;-0.5793556;0.02638516;0.18989401
SAR34_10_-0.5_67;10;67;-0.5;-0.5793556;0.02312355;0.09269908
SAR34_10_-0.5_7;10;7;-0.5;-0.5793556;0.03932223;0.92881326
SAR34_10_-0.5_80;10;80;-0.5;-0.5793556;0.01382449;0.05955306
SAR34_10_-0.5_90;10;90;-0.5;-0.5793556;0.00869646;0.03063749
SAR34_10_-0.5_99;10;99;-0.5;-0.5793556;0.00365156;0.0090446
SAR34_10_-0.7_12;10;12;-0.7;-0.7670929;0.05494536;0.77302399
SAR34_10_-0.7_2;10;2;-0.7;-0.7670929;0.00980052;0.99752784
SAR34_10_-0.7_25;10;25;-0.7;-0.7670929;0.04060595;0.54508676
SAR34_10_-0.7_4;10;4;-0.7;-0.7670929;0.05636083;0.93258665
SAR34_10_-0.7_40;10;40;-0.7;-0.7670929;0.03539622;0.26983647
SAR34_10_-0.7_53;10;53;-0.7;-0.7670929;0.02818753;0.19124999
SAR34_10_-0.7_67;10;67;-0.7;-0.7670929;0.01804625;0.07554934
SAR34_10_-0.7_7;10;7;-0.7;-0.7670929;0.03218028;0.92596589
SAR34_10_-0.7_80;10;80;-0.7;-0.7670929;0.01789671;0.03717593
SAR34_10_-0.7_90;10;90;-0.7;-0.7670929;0.00966954;0.02206298
SAR34_10_-0.7_99;10;99;-0.7;-0.7670929;0.00254108;0.00826926
SAR34_10_-0.9_12;10;12;-0.9;-0.8602972;0.05347501;0.77627101
SAR34_10_-0.9_2;10;2;-0.9;-0.8602972;0.01567044;0.99658833
SAR34_10_-0.9_25;10;25;-0.9;-0.8602972;0.04241941;0.57887059
SAR34_10_-0.9_4;10;4;-0.9;-0.8602972;0.04301426;0.96580992
SAR34_10_-0.9_40;10;40;-0.9;-0.8602972;0.03029656;0.44165421
SAR34_10_-0.9_53;10;53;-0.9;-0.8602972;0.02385866;0.23436819
SAR34_10_-0.9_67;10;67;-0.9;-0.8602972;0.01801549;0.1212725
SAR34_10_-0.9_7;10;7;-0.9;-0.8602972;0.03237468;0.96124304
SAR34_10_-0.9_80;10;80;-0.9;-0.8602972;0.01226317;0.05585938
SAR34_10_-0.9_90;10;90;-0.9;-0.8602972;0.00579327;0.03227733
SAR34_10_-0.9_99;10;99;-0.9;-0.8602972;0.0018937;0.00684805
SAR34_10_0.3_12;10;12;0.3;0.26487285;0.06295314;0.64368042
SAR34_10_0.3_2;10;2;0.3;0.26487285;0.022364;0.98264879
SAR34_10_0.3_25;10;25;0.3;0.26487285;0.04101843;0.37337816
SAR34_10_0.3_4;10;4;0.3;0.26487285;0.04566241;0.89612556
SAR34_10_0.3_40;10;40;0.3;0.26487285;0.0353528;0.23115843
SAR34_10_0.3_53;10;53;0.3;0.26487285;0.03874695;0.10424343
SAR34_10_0.3_67;10;67;0.3;0.26487285;0.01925043;0.08274693
SAR34_10_0.3_7;10;7;0.3;0.26487285;0.05951623;0.80916399
SAR34_10_0.3_80;10;80;0.3;0.26487285;0.01875519;0.05608446
SAR34_10_0.3_90;10;90;0.3;0.26487285;0.0104133;0.04610107
SAR34_10_0.3_99;10;99;0.3;0.26487285;0.00337399;0.00902534
SAR34_10_0.5_12;10;12;0.5;0.48809875;0.07544248;0.50892224
SAR34_10_0.5_2;10;2;0.5;0.48809875;0.06425522;0.94351997
SAR34_10_0.5_25;10;25;0.5;0.48809875;0.0470739;0.29575909
SAR34_10_0.5_4;10;4;0.5;0.48809875;0.08910581;0.80318654
SAR34_10_0.5_40;10;40;0.5;0.48809875;0.03501217;0.13595893
SAR34_10_0.5_53;10;53;0.5;0.48809875;0.02732956;0.10044636
SAR34_10_0.5_67;10;67;0.5;0.48809875;0.02371267;0.0714537
SAR34_10_0.5_7;10;7;0.5;0.48809875;0.09598563;0.65405345
SAR34_10_0.5_80;10;80;0.5;0.48809875;0.02459891;0.0364533
SAR34_10_0.5_90;10;90;0.5;0.48809875;0.01513954;0.02233974
SAR34_10_0.5_99;10;99;0.5;0.48809875;0.00254127;0.00309338
SAR34_10_0.7_12;10;12;0.7;0.64571343;0.07655924;0.48671313
SAR34_10_0.7_2;10;2;0.7;0.64571343;0.08889759;0.86938006
SAR34_10_0.7_25;10;25;0.7;0.64571343;0.06351136;0.1906081
SAR34_10_0.7_4;10;4;0.7;0.64571343;0.11685022;0.7435466
SAR34_10_0.7_40;10;40;0.7;0.64571343;0.04350433;0.10488436
SAR34_10_0.7_53;10;53;0.7;0.64571343;0.04189304;0.08097548
SAR34_10_0.7_67;10;67;0.7;0.64571343;0.03459203;0.06009353
SAR34_10_0.7_7;10;7;0.7;0.64571343;0.09879108;0.59576078
SAR34_10_0.7_80;10;80;0.7;0.64571343;0.02984326;0.04034305
SAR34_10_0.7_90;10;90;0.7;0.64571343;0.01344026;0.02518669
SAR34_10_0.7_99;10;99;0.7;0.64571343;0.00389429;0.00491032
SAR34_10_0.9_12;10;12;0.9;0.82447106;0.10423562;0.31953107
SAR34_10_0.9_2;10;2;0.9;0.82447106;0.0812715;0.88045647
SAR34_10_0.9_25;10;25;0.9;0.82447106;0.05466198;0.23502954
SAR34_10_0.9_4;10;4;0.9;0.82447106;0.09801446;0.65631876
SAR34_10_0.9_40;10;40;0.9;0.82447106;0.03139939;0.25935121
SAR34_10_0.9_53;10;53;0.9;0.82447106;0.02484129;0.18353391
SAR34_10_0.9_67;10;67;0.9;0.82447106;0.02208608;0.15188453
SAR34_10_0.9_7;10;7;0.9;0.82447106;0.09489607;0.45746991
SAR34_10_0.9_80;10;80;0.9;0.82447106;0.01487683;0.10473784
SAR34_10_0.9_90;10;90;0.9;0.82447106;0.00958652;0.04824345
SAR34_10_0.9_99;10;99;0.9;0.82447106;0.00186201;0.00698643
SAR34_10_0_12;10;12;0;-0.045051;0.05478676;0.77008568
SAR34_10_0_2;10;2;0;-0.045051;0.02851638;0.98909411
SAR34_10_0_25;10;25;0;-0.045051;0.05662144;0.5097822
SAR34_10_0_4;10;4;0;-0.045051;0.06593406;0.93610663
SAR34_10_0_40;10;40;0;-0.045051;0.04518232;0.29843059
SAR34_10_0_53;10;53;0;-0.045051;0.0458984;0.18371502
SAR34_10_0_67;10;67;0;-0.045051;0.02286521;0.10699879
SAR34_10_0_7;10;7;0;-0.045051;0.0465538;0.88142564
SAR34_10_0_80;10;80;0;-0.045051;0.02239495;0.07068617
SAR34_10_0_90;10;90;0;-0.045051;0.01718791;0.03360182
SAR34_10_0_99;10;99;0;-0.045051;0.00390439;0.00312432
SAR34_15_-0.3_10;15;10;-0.3;-0.2143959;0.03374389;0.92114839
SAR34_15_-0.3_120;15;120;-0.3;-0.2143959;0.01477211;0.21030995
SAR34_15_-0.3_15;15;15;-0.3;-0.2143959;0.03354458;0.86346812
SAR34_15_-0.3_150;15;150;-0.3;-0.2143959;0.01605699;0.12964671
SAR34_15_-0.3_180;15;180;-0.3;-0.2143959;0.00832641;0.06988677
SAR34_15_-0.3_200;15;200;-0.3;-0.2143959;0.0048684;0.03720093
SAR34_15_-0.3_220;15;220;-0.3;-0.2143959;0.00289346;0.00954636
SAR34_15_-0.3_3;15;3;-0.3;-0.2143959;0.01881914;0.98698977
SAR34_15_-0.3_30;15;30;-0.3;-0.2143959;0.03513991;0.73963687
SAR34_15_-0.3_5;15;5;-0.3;-0.2143959;0.02431066;0.97223957
SAR34_15_-0.3_60;15;60;-0.3;-0.2143959;0.0233255;0.50220293
SAR34_15_-0.3_90;15;90;-0.3;-0.2143959;0.01950349;0.35479099
SAR34_15_-0.5_10;15;10;-0.5;-0.5052252;0.02822426;0.93033766
SAR34_15_-0.5_120;15;120;-0.5;-0.5052252;0.01649629;0.18984885
SAR34_15_-0.5_15;15;15;-0.5;-0.5052252;0.03904136;0.85023525
SAR34_15_-0.5_150;15;150;-0.5;-0.5052252;0.01152627;0.14644293
SAR34_15_-0.5_180;15;180;-0.5;-0.5052252;0.01068684;0.05923111
SAR34_15_-0.5_200;15;200;-0.5;-0.5052252;0.00640229;0.03137284
SAR34_15_-0.5_220;15;220;-0.5;-0.5052252;0.00265167;0.01071637
SAR34_15_-0.5_3;15;3;-0.5;-0.5052252;0.01968022;0.98852478
SAR34_15_-0.5_30;15;30;-0.5;-0.5052252;0.02729028;0.73909827
SAR34_15_-0.5_5;15;5;-0.5;-0.5052252;0.0270105;0.96837161
SAR34_15_-0.5_60;15;60;-0.5;-0.5052252;0.02953332;0.47857335
SAR34_15_-0.5_90;15;90;-0.5;-0.5052252;0.01335637;0.33464843
SAR34_15_-0.7_10;15;10;-0.7;-0.7372837;0.03023906;0.92803315
SAR34_15_-0.7_120;15;120;-0.7;-0.7372837;0.01559292;0.24356717
SAR34_15_-0.7_15;15;15;-0.7;-0.7372837;0.02344517;0.91321695
SAR34_15_-0.7_150;15;150;-0.7;-0.7372837;0.00922604;0.18095316
SAR34_15_-0.7_180;15;180;-0.7;-0.7372837;0.00843797;0.08773032
SAR34_15_-0.7_200;15;200;-0.7;-0.7372837;0.00426042;0.04887326
SAR34_15_-0.7_220;15;220;-0.7;-0.7372837;0.00213688;0.00692987
SAR34_15_-0.7_3;15;3;-0.7;-0.7372837;0.00960655;0.99586713
SAR34_15_-0.7_30;15;30;-0.7;-0.7372837;0.02443479;0.79855433
SAR34_15_-0.7_5;15;5;-0.7;-0.7372837;0.01963376;0.96353443
SAR34_15_-0.7_60;15;60;-0.7;-0.7372837;0.02905928;0.55457088
SAR34_15_-0.7_90;15;90;-0.7;-0.7372837;0.02072785;0.37762765
SAR34_15_-0.9_10;15;10;-0.9;-0.8361487;0.03297933;0.92699463
SAR34_15_-0.9_120;15;120;-0.9;-0.8361487;0.01477893;0.25995923
SAR34_15_-0.9_15;15;15;-0.9;-0.8361487;0.03229275;0.85095992
SAR34_15_-0.9_150;15;150;-0.9;-0.8361487;0.00951922;0.14850279
SAR34_15_-0.9_180;15;180;-0.9;-0.8361487;0.00779032;0.07948536
SAR34_15_-0.9_200;15;200;-0.9;-0.8361487;0.00471479;0.03943609
SAR34_15_-0.9_220;15;220;-0.9;-0.8361487;0.00144071;0.00986664
SAR34_15_-0.9_3;15;3;-0.9;-0.8361487;0.00897992;0.99760027
SAR34_15_-0.9_30;15;30;-0.9;-0.8361487;0.02711965;0.77813721
SAR34_15_-0.9_5;15;5;-0.9;-0.8361487;0.0116951;0.9928246
SAR34_15_-0.9_60;15;60;-0.9;-0.8361487;0.0213488;0.498382
SAR34_15_-0.9_90;15;90;-0.9;-0.8361487;0.01726625;0.35300587
SAR34_15_0.3_10;15;10;0.3;0.27823565;0.03780786;0.89903098
SAR34_15_0.3_120;15;120;0.3;0.27823565;0.02050423;0.17055075
SAR34_15_0.3_15;15;15;0.3;0.27823565;0.04050277;0.79408413
SAR34_15_0.3_150;15;150;0.3;0.27823565;0.01595072;0.08527873
SAR34_15_0.3_180;15;180;0.3;0.27823565;0.00790728;0.04344703
SAR34_15_0.3_200;15;200;0.3;0.27823565;0.00613367;0.02101787
SAR34_15_0.3_220;15;220;0.3;0.27823565;0.00239285;0.00754297
SAR34_15_0.3_3;15;3;0.3;0.27823565;0.03315498;0.9732056
SAR34_15_0.3_30;15;30;0.3;0.27823565;0.03291042;0.61445977
SAR34_15_0.3_5;15;5;0.3;0.27823565;0.0411828;0.93911221
SAR34_15_0.3_60;15;60;0.3;0.27823565;0.03093382;0.38834003
SAR34_15_0.3_90;15;90;0.3;0.27823565;0.02724996;0.23299993
SAR34_15_0.5_10;15;10;0.5;0.43907315;0.04324929;0.82578101
SAR34_15_0.5_120;15;120;0.5;0.43907315;0.01540054;0.1276645
SAR34_15_0.5_15;15;15;0.5;0.43907315;0.06132046;0.74356603
SAR34_15_0.5_150;15;150;0.5;0.43907315;0.01803904;0.07139317
SAR34_15_0.5_180;15;180;0.5;0.43907315;0.0140167;0.03353094
SAR34_15_0.5_200;15;200;0.5;0.43907315;0.00662935;0.02382286
SAR34_15_0.5_220;15;220;0.5;0.43907315;0.00204485;0.01085041
SAR34_15_0.5_3;15;3;0.5;0.43907315;0.04058112;0.94314068
SAR34_15_0.5_30;15;30;0.5;0.43907315;0.03747894;0.53814283
SAR34_15_0.5_5;15;5;0.5;0.43907315;0.04237946;0.94698591
SAR34_15_0.5_60;15;60;0.5;0.43907315;0.02427729;0.35375002
SAR34_15_0.5_90;15;90;0.5;0.43907315;0.02054182;0.21141117
SAR34_15_0.7_10;15;10;0.7;0.73818654;0.06750862;0.74971929
SAR34_15_0.7_120;15;120;0.7;0.73818654;0.01716128;0.04564209
SAR34_15_0.7_15;15;15;0.7;0.73818654;0.06744635;0.66494425
SAR34_15_0.7_150;15;150;0.7;0.73818654;0.02382654;0.03529759
SAR34_15_0.7_180;15;180;0.7;0.73818654;0.01182912;0.02081424
SAR34_15_0.7_200;15;200;0.7;0.73818654;0.00951553;0.01811123
SAR34_15_0.7_220;15;220;0.7;0.73818654;0.00175042;0.01209567
SAR34_15_0.7_3;15;3;0.7;0.73818654;0.06513831;0.8948064
SAR34_15_0.7_30;15;30;0.7;0.73818654;0.0459894;0.42733631
SAR34_15_0.7_5;15;5;0.7;0.73818654;0.07602666;0.86272579
SAR34_15_0.7_60;15;60;0.7;0.73818654;0.03896526;0.1828183
SAR34_15_0.7_90;15;90;0.7;0.73818654;0.03132735;0.07903195
SAR34_15_0.9_10;15;10;0.9;0.85289517;0.05868918;0.62879715
SAR34_15_0.9_120;15;120;0.9;0.85289517;0.01891968;0.04238601
SAR34_15_0.9_15;15;15;0.9;0.85289517;0.0389949;0.56073177
SAR34_15_0.9_150;15;150;0.9;0.85289517;0.02172452;0.03601104
SAR34_15_0.9_180;15;180;0.9;0.85289517;0.01129519;0.01835212
SAR34_15_0.9_200;15;200;0.9;0.85289517;0.0086003;0.01574857
SAR34_15_0.9_220;15;220;0.9;0.85289517;0.00212564;0.00905094
SAR34_15_0.9_3;15;3;0.9;0.85289517;0.05647443;0.84692923
SAR34_15_0.9_30;15;30;0.9;0.85289517;0.04837803;0.31956897
SAR34_15_0.9_5;15;5;0.9;0.85289517;0.0484909;0.80322719
SAR34_15_0.9_60;15;60;0.9;0.85289517;0.03206479;0.11302059
SAR34_15_0.9_90;15;90;0.9;0.85289517;0.02056734;0.06496569
SAR34_15_0_10;15;10;0;-0.0605887;0.02833414;0.93036194
SAR34_15_0_120;15;120;0;-0.0605887;0.01737375;0.21153683
SAR34_15_0_15;15;15;0;-0.0605887;0.0301363;0.83546009
SAR34_15_0_150;15;150;0;-0.0605887;0.01862399;0.10722158
SAR34_15_0_180;15;180;0;-0.0605887;0.0126946;0.06298156
SAR34_15_0_200;15;200;0;-0.0605887;0.00734713;0.03364689
SAR34_15_0_220;15;220;0;-0.0605887;0.00297591;0.00857389
SAR34_15_0_3;15;3;0;-0.0605887;0.02096272;0.9872408
SAR34_15_0_30;15;30;0;-0.0605887;0.03859241;0.728606
SAR34_15_0_5;15;5;0;-0.0605887;0.01880088;0.97400813
SAR34_15_0_60;15;60;0;-0.0605887;0.02426662;0.45178235
SAR34_15_0_90;15;90;0;-0.0605887;0.01782248;0.34572261
SAR34_20_-0.3_110;20;110;-0.3;-0.1966838;0.02228903;0.31845405
SAR34_20_-0.3_160;20;160;-0.3;-0.1966838;0.01594288;0.24164295
SAR34_20_-0.3_18;20;18;-0.3;-0.1966838;0.02677129;0.82790377
SAR34_20_-0.3_213;20;213;-0.3;-0.1966838;0.01242486;0.11466452
SAR34_20_-0.3_26;20;26;-0.3;-0.1966838;0.02608746;0.80801176
SAR34_20_-0.3_267;20;267;-0.3;-0.1966838;0.00815682;0.04800696
SAR34_20_-0.3_320;20;320;-0.3;-0.1966838;0.00524052;0.02895693
SAR34_20_-0.3_360;20;360;-0.3;-0.1966838;0.00313255;0.01170055
SAR34_20_-0.3_396;20;396;-0.3;-0.1966838;0.00126429;0.00531309
SAR34_20_-0.3_4;20;4;-0.3;-0.1966838;0.01401326;0.98740077
SAR34_20_-0.3_50;20;50;-0.3;-0.1966838;0.02647453;0.6503025
SAR34_20_-0.3_9;20;9;-0.3;-0.1966838;0.01768208;0.94737766
SAR34_20_-0.5_110;20;110;-0.5;-0.4399688;0.01743047;0.3565154
SAR34_20_-0.5_160;20;160;-0.5;-0.4399688;0.01161781;0.20167471
SAR34_20_-0.5_18;20;18;-0.5;-0.4399688;0.02488301;0.87999309
SAR34_20_-0.5_213;20;213;-0.5;-0.4399688;0.00985593;0.08819009
SAR34_20_-0.5_26;20;26;-0.5;-0.4399688;0.02123497;0.83652184
SAR34_20_-0.5_267;20;267;-0.5;-0.4399688;0.00640015;0.04188936
SAR34_20_-0.5_320;20;320;-0.5;-0.4399688;0.00554294;0.02372555
SAR34_20_-0.5_360;20;360;-0.5;-0.4399688;0.00420964;0.0186186
SAR34_20_-0.5_396;20;396;-0.5;-0.4399688;0.00132815;0.00493656
SAR34_20_-0.5_4;20;4;-0.5;-0.4399688;0.00741136;0.99529452
SAR34_20_-0.5_50;20;50;-0.5;-0.4399688;0.02406138;0.69328085
SAR34_20_-0.5_9;20;9;-0.5;-0.4399688;0.01818932;0.94504491
SAR34_20_-0.7_110;20;110;-0.7;-0.704471;0.02164452;0.39324568
SAR34_20_-0.7_160;20;160;-0.7;-0.704471;0.01555799;0.20188934
SAR34_20_-0.7_18;20;18;-0.7;-0.704471;0.0200189;0.88103965
SAR34_20_-0.7_213;20;213;-0.7;-0.704471;0.01403494;0.09897566
SAR34_20_-0.7_26;20;26;-0.7;-0.704471;0.01885928;0.85510537
SAR34_20_-0.7_267;20;267;-0.7;-0.704471;0.00853232;0.04031582
SAR34_20_-0.7_320;20;320;-0.7;-0.704471;0.00551928;0.02931899
SAR34_20_-0.7_360;20;360;-0.7;-0.704471;0.00340196;0.01883983
SAR34_20_-0.7_396;20;396;-0.7;-0.704471;0.00106164;0.00390791
SAR34_20_-0.7_4;20;4;-0.7;-0.704471;0.00631937;0.9967956
