LNY10,[42, 18, 36, 36, 32, 13, 36, 13, 13, 32, 45, 13, 49, 49, 50, 49, 45, 49, 49, 42, 32, 32, 42, 42, 45, 42, 42, 42, 42, 49, 36, 36, 36, 36, 36, 43, 43, 40, 4, 35, 35, 40, 35, 40, 42, 44, 44, 35, 44, 44, 40, 42, 42, 42, 42, 34, 0, 23, 11, 23, 23, 34, 7, 34, 34, 33, 33, 33, 26, 30, 21, 30, 9, 9, 26, 9, 18, 26, 18, 9, 26, 3, 26, 9, 26, 26, 24, 24, 30, 24, 44, 26, 51, 26, 44, 3, 26, 3, 44, 30, 51, 51, 30, 30, 51, 37, 51, 51, 48, 16, 41, 16, 20, 38, 12, 16, 16, 41, 39, 0, 1, 12, 14, 14, 12, 25, 16, 46, 20, 41, 25, 38, 48, 48, 2, 48, 48, 11, 11, 44, 48, 33, 33, 0, 11, 11, 11, 39, 23, 25, 27, 27, 25, 7, 40, 17, 40, 17, 28, 17, 35, 35, 17, 17, 22, 22, 17, 6, 8, 35, 28, 28, 6, 19, 19, -1, 6, 6, 6, 42, 6, 6, 6, 10, 10, 29, 31, 19, 47, 47, 31, 50, 50, 29, 50, 50, 50, 5, 31, 29, 5, 31, 31, 15, 31, 31]
LNY11,[12, 12, 12, 12, 50, 50, 49, 50, 18, 50, 7, 18, 7, 7, 38, 38, 38, 18, 38, 39, 49, 39, 7, 49, 7, 12, 7, 10, 49, 38, 49, 49, 12, 49, 49, 8, 1, 32, 8, 32, 32, 23, 3, 32, 3, 14, 15, 32, 32, 14, 14, 10, 10, 10, 3, 48, 26, 48, 48, 19, 19, 25, 48, 48, 48, 11, 13, 21, 45, 42, 42, 45, 12, 41, 41, 41, 12, 45, 41, 5, 2, 45, 16, 16, 16, 45, 30, 30, 30, 30, 42, 42, 13, 45, 42, 20, 17, 15, 20, 6, 30, 42, 6, 42, 13, 30, 30, 30, 30, 29, 31, 29, 31, 31, 31, 31, 9, 31, 46, 26, 46, 29, 29, 29, 31, 26, 26, 26, 31, 26, 26, 43, 43, 43, 43, 43, 43, 14, 22, 14, 28, 43, 13, 26, 43, 26, 43, 26, 26, 26, 26, 26, 25, 25, 40, 23, 24, 37, 0, 34, 23, 23, 51, 37, 51, 26, 51, 0, 0, 10, 36, 36, 34, 36, 36, -1, 35, 4, 35, 7, 36, 36, 36, 33, 33, 27, 33, 33, 7, 27, 47, 38, 38, 27, 38, 27, 27, 27, 47, 27, 27, 44, 44, 44, 33, 33]
LNY12,[48, 3, 14, 3, 27, 27, 34, 34, 28, 27, 41, 27, 41, 40, 32, 26, 41, 28, 41, 34, 34, 34, 40, 34, 41, 48, 40, 34, 34, 26, 12, 14, 14, 14, 14, 39, 25, 30, 21, 30, 30, 10, 7, 30, 7, 8, 8, 30, 51, 51, 30, 6, 7, 34, 6, 25, 42, 1, 39, 25, 39, 46, 46, 16, 25, 24, 24, 24, 31, 47, 47, 31, 48, 8, 31, 48, 3, 31, 48, 8, 31, 8, 31, 31, 8, 31, 29, 0, 47, 29, 24, 33, 33, 37, 8, 15, 24, 15, 8, 47, 29, 29, 47, 47, 29, 0, 0, 29, 0, 18, 38, 11, 19, 23, 11, 35, 45, 49, 17, 38, 38, 11, 18, 11, 11, 42, 22, 22, 38, 42, 22, 49, 49, 49, 38, 49, 17, 39, 42, 51, 0, 51, 24, 42, 17, 42, 17, 17, 42, 21, 22, 22, 50, 50, 10, 4, 21, 21, 5, 4, 4, 4, 4, 50, 50, 50, 10, 2, 4, 7, 2, 2, 5, 43, 43, -1, 9, 7, 9, 40, 43, 43, 2, 36, 20, 36, 36, 36, 43, 13, 20, 44, 44, 44, 44, 44, 13, 36, 36, 36, 36, 20, 43, 43, 20, 20]
LNY13,[36, 36, 31, 36, 32, 48, 26, 48, 14, 32, 14, 14, 29, 29, 49, 37, 14, 29, 29, 28, 31, 48, 29, 2, 34, 2, 34, 34, 28, 37, 31, 31, 31, 31, 31, 0, 19, 43, 0, 1, 1, 16, 27, 1, 30, 24, 4, 30, 0, 24, 1, 30, 30, 34, 30, 51, 25, 51, 46, 19, 51, 19, 6, 6, 51, 45, 7, 7, 9, 9, 9, 9, 36, 36, 9, 9, 36, 33, 36, 40, 9, 40, 9, 40, 9, 9, 45, 45, 10, 45, 45, 45, 45, 9, 45, 4, 45, 4, 4, 10, 45, 45, 10, 9, 45, 24, 45, 45, 23, 15, 47, 8, 8, 3, 3, 15, 3, 47, 25, 47, 17, 15, 15, 42, 3, 25, 8, 12, 8, 12, 6, 18, 23, 18, 23, 23, 23, 0, 46, 24, 23, 46, 24, 25, 23, 46, 23, 25, 46, 19, 6, 6, 6, 19, 16, 41, 43, 16, 50, 50, 1, 41, 22, 16, 39, 19, 22, 27, 1, 27, 20, 11, 11, 21, 21, 38, 34, 20, 20, 34, 11, 11, 20, 35, 5, 35, 35, 5, 21, 49, 5, 49, 49, 35, 49, 49, 49, 44, 44, 35, 35, 13, 21, 21, 13, 5]
LNY14,[22, 27, 35, 27, 46, 18, 22, 18, 46, 46, 8, 46, 8, 37, 25, 25, 25, 25, 25, 37, 22, 18, 37, 22, 37, 22, 37, 37, 37, 25, 22, 22, 27, 35, 35, 16, 16, 16, 16, 17, 16, 16, 17, 17, 49, 40, 40, 49, 40, 40, 49, 34, 49, 37, 49, 30, 38, 38, 6, 30, 6, 50, 50, 45, 31, 10, 10, 10, 19, 3, 3, 19, 27, 4, 14, 27, 32, 19, 27, 4, 51, 20, 14, 4, 51, 51, 21, 21, 44, 44, 10, 19, 26, 19, 40, 20, 10, 40, 20, 21, 26, 26, 47, 3, 26, 10, 26, 26, 48, 41, 41, 7, 15, 15, 33, 7, 15, 41, 9, 41, 9, 7, 33, 33, 33, 2, 2, 41, 41, 41, 2, 48, 48, 48, 9, 48, 48, 16, 38, 38, 48, 9, 10, 38, 48, 38, 9, 9, 38, 42, 38, 2, 42, 42, 1, 17, 1, 29, 43, 43, 17, 17, 17, 28, 39, 28, 1, 12, 17, 49, 12, 12, 0, 5, 5, -1, 34, 12, 34, 34, 24, 24, 24, 5, 36, 5, 36, 5, 5, 5, 13, 23, 23, 23, 23, 23, 23, 13, 13, 13, 13, 11, 11, 11, 13, 13]
LNY15,[47, 37, 37, 47, 9, 9, 47, 47, 18, 9, 30, 9, 46, 24, 22, 22, 30, 22, 22, 50, 47, 47, 46, 47, 30, 47, 36, 50, 50, 22, 47, 37, 37, 37, 37, 4, 2, 17, 45, 17, 17, 17, 23, 17, 40, 40, 1, 40, 4, 4, 40, 40, 40, 40, 40, 2, 41, 7, 41, 2, 39, 10, 10, 2, 10, 1, 1, 1, 31, 31, 31, 27, 47, 3, 51, 3, 37, 31, 3, 3, 27, 16, 51, 13, 13, 27, 14, 14, 14, 14, 48, 44, 1, 16, 1, 16, 48, 48, 48, 14, 26, 26, 31, 31, 21, 14, 21, 21, 14, 33, 43, 35, 49, 32, 32, 20, 43, 6, 28, 28, 6, 20, 20, 20, 20, 25, 25, 34, 33, 34, 25, 6, 19, 6, 6, 11, 19, 4, 19, 4, 1, 19, 1, 41, 19, 28, 28, 41, 41, 8, 25, 41, 8, 10, 45, 29, 45, 45, 23, 12, 23, 45, 45, 8, 45, 45, 45, 23, 23, 23, 12, 12, 12, 38, 42, -1, 40, 5, 40, 40, 12, 38, 12, 0, 42, 0, 42, 42, 15, 15, 42, 0, 0, 0, 0, 0, 0, 42, 42, 0, 42, 42, 42, 38, 42, 42]
LNY16,[43, 43, 31, 31, 23, 50, 8, 8, 4, 50, 4, 50, 4, 11, 47, 47, 4, 21, 21, 31, 8, 23, 17, 31, 4, 31, 51, 51, 31, 21, 8, 31, 43, 31, 43, 37, 37, 29, 37, 29, 29, 29, 42, 29, 17, 29, 15, 33, 37, 37, 29, 17, 42, 51, 51, 36, 45, 36, 36, 37, 36, 37, 27, 27, 36, 7, 48, 7, 24, 44, 44, 44, 43, 43, 30, 43, 43, 24, 43, 15, 24, 15, 30, 30, 24, 24, 16, 16, 16, 16, 48, 14, 14, 44, 37, 15, 48, 15, 15, 16, 44, 44, 16, 16, 14, 34, 14, 14, 14, 10, 25, 10, 18, 32, 32, 10, 10, 2, 45, 3, 20, 12, 12, 12, 32, 45, 10, 25, 25, 25, 25, 5, 19, 5, 5, 19, 5, 38, 38, 38, 5, 5, 48, 45, 5, 45, 5, 45, 45, 1, 13, 13, 27, 27, 40, 29, 1, 1, 40, 41, 40, 40, 40, 27, 9, 27, 40, 40, 40, 26, 40, 40, 41, 35, 35, -1, 26, 26, 26, 17, 41, 41, 40, 35, 22, 35, 46, 35, 11, 11, 22, 39, 11, 11, 28, 11, 11, 35, 35, 35, 35, 6, 6, 6, 0, 49]
LNY17,[39, 25, 31, 31, 28, 28, 29, 39, 11, 11, 11, 28, 1, 14, 35, 11, 11, 11, 11, 4, 39, 49, 1, 4, 38, 39, 44, 4, 36, 11, 39, 39, 31, 31, 31, 0, 9, 8, 0, 32, 8, 45, 45, 45, 32, 0, 0, 36, 8, 0, 8, 36, 32, 36, 36, 21, 21, 5, 9, 0, 0, 0, 0, 0, 21, 43, 43, 0, 47, 47, 47, 23, 25, 25, 50, 50, 25, 47, 10, 23, 33, 23, 33, 33, 33, 23, 48, 48, 48, 48, 15, 23, 15, 23, 51, 7, 51, 23, 23, 48, 47, 23, 48, 47, 43, 46, 15, 15, 43, 2, 2, 27, 27, 3, 37, 37, 37, 20, 19, 2, 40, 37, 37, 37, 37, 16, 2, 19, 2, 19, 16, 24, 17, 17, 17, 17, 17, 9, 9, 43, 43, 43, 0, 19, 17, 9, 17, 9, 9, 16, 16, 21, 16, 16, 8, 8, 0, 8, 12, 18, 41, 41, 6, 34, 34, 16, 8, 45, 41, 45, 12, 12, 18, 30, 26, -1, 42, 22, 22, 44, 12, 30, 12, 13, 13, 13, 13, 30, 14, 14, 13, 35, 14, 14, 35, 14, 14, 13, 13, 13, 13, 30, 30, 30, 30, 30]
LNY18,[20, 20, 20, 20, 25, 21, 21, 21, 48, 30, 30, 48, 30, 30, 28, 28, 5, 5, 5, 14, 25, 25, 30, 25, 30, 25, 14, 14, 14, 5, 25, 25, 1, 1, 1, 18, 19, 36, 18, 40, 43, 43, 40, 40, 14, 50, 50, 40, 36, 18, 36, 14, 41, 14, 14, 3, 3, 19, 2, 19, 19, 19, 33, 19, 19, 49, 49, 49, 27, 51, 51, 27, 20, 20, 13, 13, 20, 27, 13, 27, 27, 16, 13, 27, 16, 27, 4, 9, 4, 9, 7, 7, 7, 7, 7, 16, 7, 7, 16, 4, 51, 9, 29, 51, 9, 49, 9, 9, 9, 35, 34, 12, 12, 23, 32, 12, 2, 2, 37, 39, 34, 42, 35, 35, 32, 3, 47, 38, 12, 39, 47, 15, 10, 10, 2, 10, 10, 19, 2, 9, 9, 9, 9, 39, 2, 3, 2, 37, 3, 31, 44, 3, 47, 44, 24, 40, 18, 31, 40, 40, 40, 24, 24, 8, 46, 8, 24, 41, 40, 41, 11, 41, 41, 45, 45, 26, 17, 41, 17, 17, 22, 22, 41, 45, 6, 0, 6, 45, 30, 0, 6, 28, 0, 0, 28, 0, 0, 6, 6, 0, 0, 45, 45, 45, 45, 6]
LNY19,[34, 34, 34, 34, 25, 25, 40, 40, 25, 3, 3, 25, 3, 24, 50, 3, 3, 3, 3, 40, 40, 25, 24, 40, 3, 7, 24, 40, 38, 3, 40, 7, 34, 34, 34, 48, 16, 48, 16, 48, 48, 44, 48, 44, 48, 41, 41, 48, 48, 14, 48, 24, 48, 38, 38, 2, 51, 2, 48, 16, 43, 16, 51, 51, 31, 41, 29, 41, 11, 11, 11, 23, 34, 8, 21, 8, 34, 11, 8, 8, 11, 22, 21, 21, 8, 33, 46, 46, 42, 46, 29, 29, 29, 33, 41, 17, 41, 41, 29, 42, 33, 33, 6, 45, 33, 29, 0, 33, 29, 1, 37, 13, 37, 39, 13, 13, 19, 37, 28, 28, 9, 13, 1, 1, 13, 1, 1, 1, 30, 1, 12, 37, 28, 37, 28, 28, 28, 48, 48, 41, 29, 28, 41, 28, 28, 51, 28, 51, 4, 12, 12, 12, 12, 12, 44, 44, 16, 44, 27, 49, 48, 44, 27, 27, 27, 12, 27, 26, 48, 26, 26, 26, 26, 15, 15, -1, 24, 26, 24, 24, 36, 36, 36, 32, 15, 20, 32, 15, 15, 15, 35, 10, 5, 20, 5, 20, 5, 47, 18, 20, 35, 15, 15, 15, 35, 35]
LNY20,[33, 33, 33, 33, 7, 7, 46, 7, 7, 7, 7, 7, 32, 32, 45, 45, 7, 7, 32, 0, 0, 0, 51, 0, 7, 33, 51, 0, 33, 32, 46, 46, 33, 46, 46, 21, 15, 40, 31, 40, 28, 20, 38, 38, 13, 5, 5, 13, 40, 21, 40, 22, 22, 22, 22, 15, 44, 15, 15, 15, 15, 31, 44, 15, 15, 14, 21, 21, 9, 37, 37, 23, 33, 30, 30, 30, 33, 9, 33, 3, 9, 23, 43, 43, 2, 23, 49, 36, 36, 36, 14, 47, 47, 23, 14, 3, 47, 14, 23, 49, 37, 47, 37, 37, 49, 49, 49, 49, 49, 11, 10, 25, 25, 35, 34, 26, 6, 6, 24, 41, 10, 26, 11, 12, 12, 17, 48, 16, 42, 16, 17, 50, 27, 50, 50, 50, 27, 15, 4, 21, 49, 4, 21, 44, 4, 44, 4, 24, 15, 1, 44, 17, 17, 1, 20, 38, 31, 8, 39, 39, 39, 19, 19, 8, 8, 17, 20, 29, 39, 22, 39, 39, 39, 18, 18, -1, 29, 29, 29, 22, 39, 18, 39, 45, 18, 45, 18, 18, 45, 45, 18, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 18, 18, 18, 18, 18]
LNY21,[48, 33, 33, 48, 22, 47, 47, 47, 22, 6, 6, 22, 6, 6, 49, 49, 6, 28, 28, 10, 47, 47, 46, 10, 0, 10, 0, 0, 10, 28, 47, 47, 26, 26, 15, 44, 29, 11, 50, 21, 11, 23, 21, 11, 11, 20, 20, 11, 20, 20, 11, 0, 43, 10, 11, 40, 27, 29, 7, 50, 29, 45, 27, 35, 40, 20, 5, 5, 38, 38, 37, 16, 33, 34, 41, 41, 33, 38, 33, 34, 38, 16, 36, 34, 34, 16, 12, 12, 12, 12, 5, 5, 5, 16, 20, 16, 5, 20, 5, 31, 5, 37, 31, 37, 5, 20, 12, 5, 20, 4, 42, 4, 30, 9, 9, 4, 30, 14, 14, 14, 14, 1, 4, 32, 1, 27, 42, 27, 42, 27, 24, 14, 3, 3, 14, 20, 20, 44, 44, 44, 20, 44, 20, 27, 14, 13, 14, 14, 13, 45, 27, 24, 39, 39, 23, 21, 23, 45, 21, 2, 21, 17, 21, 19, 24, 24, 19, 21, 21, 21, 21, 25, 25, 8, 8, -1, 46, 43, 43, 46, 8, 8, 18, 51, 51, 51, 51, 8, 6, 6, 51, 49, 6, 6, 49, 6, 6, 51, 51, 51, 51, 51, 51, 8, 51, 51]
